Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Intensity	QCHeLa10ng_ColTT1_BackFlush_03 Intensity	QCHeLa10ng_ColTT1_BackFlush_05 Intensity	QCHeLa200pg_ColTT1_BackFlush_02 Intensity	QCHeLa200pg_ColTT1_BackFlush_03 Intensity	QCHeLa200pg_ColTT1_BackFlush_04 Intensity	QCHeLa10ng_ColTT1_BackFlush_02 MaxLFQ Intensity	QCHeLa10ng_ColTT1_BackFlush_03 MaxLFQ Intensity	QCHeLa10ng_ColTT1_BackFlush_05 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_02 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_03 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_04 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q13610|PWP1_HUMAN	Q13610	PWP1_HUMAN	PWP1	501	Homo sapiens	1:Experimental evidence at protein level	Periodic tryptophan protein 1 homolog	1.0	0.999	5	9	9	9	4	3	2	0	0	0	4	3	2	0	0	0	4	3	2	0	0	0	4.5945104E7	3.7430616E7	3.868056E7	0.0	0.0	0.0	1.5091022E7	1.2946085E7	1.3890951E7	0.0	0.0	0.0	
sp|Q13616|CUL1_HUMAN	Q13616	CUL1_HUMAN	CUL1	776	Homo sapiens	1:Experimental evidence at protein level	Cullin-1	1.0	0.999	8	14	14	14	6	5	3	0	0	0	6	5	3	0	0	0	6	5	3	0	0	0	6.4166576E7	1.05588208E8	9.5103256E7	0.0	0.0	0.0	3.0086618E7	2.9639916E7	3.1685272E7	0.0	0.0	0.0	
sp|Q13617|CUL2_HUMAN	Q13617	CUL2_HUMAN	CUL2	745	Homo sapiens	1:Experimental evidence at protein level	Cullin-2	1.0	0.9976	4	5	5	5	1	4	0	0	0	0	1	4	0	0	0	0	1	4	0	0	0	0	1.1010468E7	1.0561996E7	9037734.0	0.0	0.0	0.0	6860987.5	6728481.5	5409485.5	0.0	0.0	0.0	
sp|Q13618|CUL3_HUMAN	Q13618	CUL3_HUMAN	CUL3	768	Homo sapiens	1:Experimental evidence at protein level	Cullin-3	1.0	0.9962	4	5	5	5	0	4	1	0	0	0	0	4	1	0	0	0	0	4	1	0	0	0	0.0	2.8824132E7	8377853.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13619|CUL4A_HUMAN	Q13619	CUL4A_HUMAN	CUL4A	759	Homo sapiens	1:Experimental evidence at protein level	Cullin-4A	1.0	0.999	19	23	23	42	8	10	4	0	0	1	8	10	4	0	0	1	14	18	8	0	1	1	9.923048E7	1.21619344E8	8.4341456E7	0.0	0.0	0.0	2.374396E7	2.272467E7	2.7391536E7	0.0	0.0	0.0	
sp|Q13620|CUL4B_HUMAN	Q13620	CUL4B_HUMAN	CUL4B	913	Homo sapiens	1:Experimental evidence at protein level	Cullin-4B	1.0	0.999	19	41	22	41	15	18	7	0	1	0	9	10	3	0	0	0	15	18	7	0	1	0	1.72739744E8	2.3323056E8	1.39259104E8	0.0	3.6795436E7	0.0	2.4010826E7	2.350508E7	2.1609594E7	0.0	0.0	0.0	
sp|Q13630|FCL_HUMAN	Q13630	FCL_HUMAN	TSTA3	321	Homo sapiens	1:Experimental evidence at protein level	GDP-L-fucose synthase	1.0	0.999	4	12	12	12	3	5	2	1	1	0	3	5	2	1	1	0	3	5	2	1	1	0	6.6102464E7	5.9135616E7	6.37062E7	4.2929304E7	3.6672968E7	0.0	3.4772284E7	3.2311858E7	3.3559148E7	0.0	0.0	0.0	
sp|Q13636|RAB31_HUMAN	Q13636	RAB31_HUMAN	RAB31	194	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-31	1.0	0.999	4	8	5	8	4	3	1	0	0	0	3	2	0	0	0	0	4	3	1	0	0	0	4.019962E7	3.6567256E7	3.8096656E7	0.0	0.0	0.0	2.225296E7	1.9998496E7	2.0401032E7	0.0	0.0	0.0	
sp|Q13637|RAB32_HUMAN	Q13637	RAB32_HUMAN	RAB32	225	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-32	0.9999	0.9969	2	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	2.1977876E7	2.4843532E7	2.1306342E7	0.0	0.0	0.0	1.4150933E7	1.5201794E7	1.3725355E7	0.0	0.0	0.0	
sp|Q13641|TPBG_HUMAN	Q13641	TPBG_HUMAN	TPBG	420	Homo sapiens	1:Experimental evidence at protein level	Trophoblast glycoprotein	1.0	0.9986	3	4	4	4	1	2	1	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	5.5572164E7	6.227824E7	4.5476532E7	0.0	0.0	0.0	3.0540256E7	2.8821108E7	2.9228746E7	0.0	0.0	0.0	
sp|Q13642|FHL1_HUMAN	Q13642	FHL1_HUMAN	FHL1	323	Homo sapiens	1:Experimental evidence at protein level	Four and a half LIM domains protein 1	1.0	0.999	5	9	9	9	5	3	1	0	0	0	5	3	1	0	0	0	5	3	1	0	0	0	5.2337888E7	2.589182E7	4.1715572E7	0.0	0.0	0.0	1.3870206E7	1.3133204E7	1.4359648E7	0.0	0.0	0.0	
sp|Q13643|FHL3_HUMAN	Q13643	FHL3_HUMAN	FHL3	280	Homo sapiens	1:Experimental evidence at protein level	Four and a half LIM domains protein 3	0.975	0.9988	1	3	3	3	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	8134164.0	8074499.0	8133024.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13671|RIN1_HUMAN	Q13671	RIN1_HUMAN	RIN1	783	Homo sapiens	1:Experimental evidence at protein level	Ras and Rab interactor 1	0.9997	0.9989	2	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	3106807.0	2991060.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13724|MOGS_HUMAN	Q13724	MOGS_HUMAN	MOGS	837	Homo sapiens	1:Experimental evidence at protein level	Mannosyl-oligosaccharide glucosidase	1.0	0.999	8	18	18	18	7	7	4	0	0	0	7	7	4	0	0	0	7	7	4	0	0	0	8.6730608E7	1.01116064E8	6.7850168E7	0.0	0.0	0.0	3.0883468E7	3.0236064E7	2.741302E7	0.0	0.0	0.0	
sp|Q13740|CD166_HUMAN	Q13740	CD166_HUMAN	ALCAM	583	Homo sapiens	1:Experimental evidence at protein level	CD166 antigen	1.0	0.9988	3	5	5	5	1	3	1	0	0	0	1	3	1	0	0	0	1	3	1	0	0	0	2.1191516E7	2.1855072E7	2.1811968E7	0.0	0.0	0.0	1.1399995E7	1.2461482E7	1.1874024E7	0.0	0.0	0.0	
sp|Q13769|THOC5_HUMAN	Q13769	THOC5_HUMAN	THOC5	683	Homo sapiens	1:Experimental evidence at protein level	THO complex subunit 5 homolog	0.944	0.9973	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	4389510.0	6313575.0	5649469.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13813|SPTN1_HUMAN	Q13813	SPTN1_HUMAN	SPTAN1	2472	Homo sapiens	1:Experimental evidence at protein level	Spectrin alpha chain, non-erythrocytic 1	1.0	0.999	103	330	330	330	93	90	83	21	21	22	93	90	83	21	21	22	93	90	83	21	21	22	2.61500749E9	2.67327411E9	2.75135386E9	1.12543232E9	8.5333715E8	1.0464192E9	9.1764336E7	9.0730776E7	8.8433816E7	9.1822288E7	9.0011632E7	9.1375488E7	
sp|Q13823|NOG2_HUMAN	Q13823	NOG2_HUMAN	GNL2	731	Homo sapiens	1:Experimental evidence at protein level	Nucleolar GTP-binding protein 2	1.0	0.999	8	14	14	14	6	7	1	0	0	0	6	7	1	0	0	0	6	7	1	0	0	0	6.7508168E7	4.7688828E7	6.7427568E7	0.0	0.0	0.0	1.5509904E7	1.3419087E7	1.475872E7	0.0	0.0	0.0	
sp|Q13838|DX39B_HUMAN	Q13838	DX39B_HUMAN	DDX39B	428	Homo sapiens	1:Experimental evidence at protein level	Spliceosome RNA helicase DDX39B	1.0	0.999	19	121	49	121	31	31	23	11	11	14	16	14	10	3	3	3	31	31	23	11	11	14	2.12825382E9	2.18500403E9	2.19270579E9	1.1922304E9	1.03864205E9	1.40702566E9	2.46406272E8	2.5181144E8	2.43951104E8	2.3647312E8	2.38223408E8	2.20205904E8	
sp|Q13867|BLMH_HUMAN	Q13867	BLMH_HUMAN	BLMH	455	Homo sapiens	1:Experimental evidence at protein level	Bleomycin hydrolase	1.0	0.999	4	8	8	8	4	2	2	0	0	0	4	2	2	0	0	0	4	2	2	0	0	0	5.993514E7	6.0654812E7	6.8618752E7	0.0	0.0	0.0	2.5578968E7	2.522947E7	2.6066952E7	0.0	0.0	0.0	
sp|Q13868|EXOS2_HUMAN	Q13868	EXOS2_HUMAN	EXOSC2	293	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP4	1.0	0.999	7	16	16	16	5	8	3	0	0	0	5	8	3	0	0	0	5	8	3	0	0	0	8.138852E7	9.1838616E7	9.2130032E7	0.0	0.0	0.0	2.338581E7	2.4539812E7	2.4938318E7	0.0	0.0	0.0	
sp|Q13887|KLF5_HUMAN	Q13887	KLF5_HUMAN	KLF5	457	Homo sapiens	1:Experimental evidence at protein level	Krueppel-like factor 5	0.837	0.9912	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1.1922902E7	1.4538824E7	9325767.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q13888|TF2H2_HUMAN	Q13888	TF2H2_HUMAN	GTF2H2	395	Homo sapiens	1:Experimental evidence at protein level	General transcription factor IIH subunit 2	0.9997	0.9978	2	3	0	3	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	4527641.0	3975365.5	3449743.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q6P1K8|T2H2L_HUMAN
sp|Q13895|BYST_HUMAN	Q13895	BYST_HUMAN	BYSL	437	Homo sapiens	1:Experimental evidence at protein level	Bystin	1.0	0.999	7	12	12	12	4	6	2	0	0	0	4	6	2	0	0	0	4	6	2	0	0	0	5.7009592E7	5.5730212E7	4.7098968E7	0.0	0.0	0.0	1.3279255E7	1.2227454E7	1.4352129E7	0.0	0.0	0.0	
sp|Q13907|IDI1_HUMAN	Q13907	IDI1_HUMAN	IDI1	227	Homo sapiens	1:Experimental evidence at protein level	Isopentenyl-diphosphate Delta-isomerase 1	1.0	0.999	4	9	7	9	2	4	3	0	0	0	2	3	2	0	0	0	2	4	3	0	0	0	5.6631288E7	6.2458224E7	4.9807768E7	0.0	0.0	0.0	2.1928782E7	2.1119048E7	1.9256534E7	0.0	0.0	0.0	
sp|Q13951|PEBB_HUMAN	Q13951	PEBB_HUMAN	CBFB	182	Homo sapiens	1:Experimental evidence at protein level	Core-binding factor subunit beta	1.0	0.999	3	8	8	8	4	4	0	0	0	0	4	4	0	0	0	0	4	4	0	0	0	0	4.9736572E7	5.0585912E7	2.8533388E7	0.0	0.0	0.0	1.5022381E7	1.4908211E7	1.5385684E7	0.0	0.0	0.0	
sp|Q13952|NFYC_HUMAN	Q13952	NFYC_HUMAN	NFYC	458	Homo sapiens	1:Experimental evidence at protein level	Nuclear transcription factor Y subunit gamma	0.7942	0.9883	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	6508274.5	6403099.0	8105735.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14008|CKAP5_HUMAN	Q14008	CKAP5_HUMAN	CKAP5	2032	Homo sapiens	1:Experimental evidence at protein level	Cytoskeleton-associated protein 5	1.0	0.999	24	39	39	39	18	16	5	0	0	0	18	16	5	0	0	0	18	16	5	0	0	0	2.01351744E8	2.23931136E8	1.96194176E8	0.0	0.0	0.0	3.1415906E7	3.0575146E7	3.0642208E7	0.0	0.0	0.0	
sp|Q14011|CIRBP_HUMAN	Q14011	CIRBP_HUMAN	CIRBP	172	Homo sapiens	1:Experimental evidence at protein level	Cold-inducible RNA-binding protein	1.0	0.999	3	7	7	7	2	4	1	0	0	0	2	4	1	0	0	0	2	4	1	0	0	0	2.3159408E7	4.2551264E7	2.248284E7	0.0	0.0	0.0	2.2277694E7	2.6440438E7	0.0	0.0	0.0	0.0	
sp|Q14019|COTL1_HUMAN	Q14019	COTL1_HUMAN	COTL1	142	Homo sapiens	1:Experimental evidence at protein level	Coactosin-like protein	1.0	0.999	5	28	28	28	7	6	4	4	4	3	7	6	4	4	4	3	7	6	4	4	4	3	4.43154784E8	4.52544384E8	4.09579808E8	3.96459456E8	3.9934048E8	3.49849312E8	1.14343728E8	1.12557864E8	1.12660536E8	1.29740976E8	1.32355368E8	1.28589008E8	
sp|Q14061|COX17_HUMAN	Q14061	COX17_HUMAN	COX17	63	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase copper chaperone	1.0	0.999	3	9	9	9	4	3	2	0	0	0	4	3	2	0	0	0	4	3	2	0	0	0	7.6634168E7	7.1918176E7	6.2768068E7	0.0	0.0	0.0	3.51239E7	3.3130632E7	2.7378112E7	0.0	0.0	0.0	
sp|Q14103|HNRPD_HUMAN	Q14103	HNRPD_HUMAN	HNRNPD	355	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein D0	1.0	0.999	9	56	39	56	11	11	13	7	7	7	8	9	10	4	4	4	11	11	13	7	7	7	1.24213376E9	1.2515264E9	1.17935885E9	8.2724864E8	8.0260934E8	8.6672288E8	4.888952E8	5.15400064E8	5.05519424E8	3.77140256E8	3.44067232E8	3.7876064E8	
sp|Q14108|SCRB2_HUMAN	Q14108	SCRB2_HUMAN	SCARB2	478	Homo sapiens	1:Experimental evidence at protein level	Lysosome membrane protein 2	1.0	0.999	4	6	6	6	3	3	0	0	0	0	3	3	0	0	0	0	3	3	0	0	0	0	1.5784837E7	1.5381552E7	9177727.0	0.0	0.0	0.0	8461116.0	8172219.0	0.0	0.0	0.0	0.0	
sp|Q14116|IL18_HUMAN	Q14116	IL18_HUMAN	IL18	193	Homo sapiens	1:Experimental evidence at protein level	Interleukin-18	1.0	0.999	8	33	33	33	10	11	7	2	2	1	10	11	7	2	2	1	10	11	7	2	2	1	3.97167808E8	4.84055136E8	4.58733728E8	1.89997696E8	1.51895392E8	8.7407352E7	9.5946056E7	1.01836384E8	9.1537184E7	1.02499752E8	8.1363528E7	0.0	
sp|Q14118|DAG1_HUMAN	Q14118	DAG1_HUMAN	DAG1	895	Homo sapiens	1:Experimental evidence at protein level	Dystroglycan	1.0	0.999	7	13	13	13	4	6	3	0	0	0	4	6	3	0	0	0	4	6	3	0	0	0	4.0906856E7	4.686244E7	4.1845924E7	0.0	0.0	0.0	1.5398232E7	1.5224443E7	1.468239E7	0.0	0.0	0.0	
sp|Q14119|VEZF1_HUMAN	Q14119	VEZF1_HUMAN	VEZF1	521	Homo sapiens	1:Experimental evidence at protein level	Vascular endothelial zinc finger 1	0.8671	0.993	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14126|DSG2_HUMAN	Q14126	DSG2_HUMAN	DSG2	1118	Homo sapiens	1:Experimental evidence at protein level	Desmoglein-2	1.0	0.9989	3	4	4	4	2	2	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	5724379.0	8.202727E8	4905173.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14134|TRI29_HUMAN	Q14134	TRI29_HUMAN	TRIM29	588	Homo sapiens	1:Experimental evidence at protein level	Tripartite motif-containing protein 29	1.0	0.999	7	7	7	7	1	4	2	0	0	0	1	4	2	0	0	0	1	4	2	0	0	0	1.6488516E7	7192303.5	7565722.0	0.0	0.0	0.0	6625006.5	6457571.5	6717016.0	0.0	0.0	0.0	
sp|Q14137|BOP1_HUMAN	Q14137	BOP1_HUMAN	BOP1	746	Homo sapiens	1:Experimental evidence at protein level	Ribosome biogenesis protein BOP1	1.0	0.999	7	10	10	10	5	4	1	0	0	0	5	4	1	0	0	0	5	4	1	0	0	0	8.19448E7	7.9790032E7	7.4075856E7	0.0	0.0	0.0	2.7599232E7	2.7452442E7	2.3474064E7	0.0	0.0	0.0	
sp|Q14141|SEPT6_HUMAN	Q14141	SEPT6_HUMAN	SEPTIN6	434	Homo sapiens	1:Experimental evidence at protein level	Septin-6	1.0	0.999	8	17	8	24	6	7	4	0	0	0	3	3	2	0	0	0	7	9	6	1	0	1	1.31325104E8	9.0372976E7	1.09207744E8	0.0	0.0	0.0	3.1431442E7	2.9633336E7	3.2726864E7	0.0	0.0	0.0	
sp|Q14146|URB2_HUMAN	Q14146	URB2_HUMAN	URB2	1524	Homo sapiens	1:Experimental evidence at protein level	Unhealthy ribosome biogenesis protein 2 homolog	0.9978	0.9955	2	4	4	4	1	2	1	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	3917112.2	3651566.5	4794213.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14151|SAFB2_HUMAN	Q14151	SAFB2_HUMAN	SAFB2	953	Homo sapiens	1:Experimental evidence at protein level	Scaffold attachment factor B2	1.0	0.999	12	11	11	32	5	6	0	0	0	0	5	6	0	0	0	0	11	13	3	2	2	1	6.3333896E7	3.8734424E7	3.5744372E7	0.0	0.0	0.0	2.4162992E7	1.6368629E7	1.5418434E7	0.0	0.0	0.0	
sp|Q14152|EIF3A_HUMAN	Q14152	EIF3A_HUMAN	EIF3A	1382	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit A	1.0	0.999	48	140	140	140	46	49	30	5	5	5	46	49	30	5	5	5	46	49	30	5	5	5	1.13337907E9	1.23092851E9	1.11353446E9	2.6361856E8	2.25969584E8	2.1308544E8	5.9953496E7	6.0252528E7	6.0544388E7	6.3010332E7	5.2869072E7	5.5195884E7	
sp|Q14155|ARHG7_HUMAN	Q14155	ARHG7_HUMAN	ARHGEF7	803	Homo sapiens	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 7	0.9993	0.9977	2	3	3	3	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1.2553414E7	1.4024108E7	6932635.5	0.0	0.0	0.0	7262163.0	8817902.0	0.0	0.0	0.0	0.0	
sp|Q14157|UBP2L_HUMAN	Q14157	UBP2L_HUMAN	UBAP2L	1087	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-associated protein 2-like	1.0	0.999	13	37	37	37	10	13	10	1	2	1	10	13	10	1	2	1	10	13	10	1	2	1	2.39420384E8	2.05814512E8	2.59186256E8	1.3965278E7	3.7614588E7	1.6335784E7	3.3552514E7	3.3789888E7	3.5444928E7	0.0	3.521992E7	0.0	
sp|Q14160|SCRIB_HUMAN	Q14160	SCRIB_HUMAN	SCRIB	1630	Homo sapiens	1:Experimental evidence at protein level	Protein scribble homolog	1.0	0.999	6	6	6	6	1	5	0	0	0	0	1	5	0	0	0	0	1	5	0	0	0	0	3.319319E7	3.1354112E7	3.0209048E7	0.0	0.0	0.0	1.4464213E7	1.3797922E7	1.2857997E7	0.0	0.0	0.0	
sp|Q14161|GIT2_HUMAN	Q14161	GIT2_HUMAN	GIT2	759	Homo sapiens	1:Experimental evidence at protein level	ARF GTPase-activating protein GIT2	0.9523	0.9911	2	2	1	2	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0.0	1.1366206E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14165|MLEC_HUMAN	Q14165	MLEC_HUMAN	MLEC	292	Homo sapiens	1:Experimental evidence at protein level	Malectin	1.0	0.999	9	24	24	24	11	8	5	0	0	0	11	8	5	0	0	0	11	8	5	0	0	0	1.56883728E8	1.7998512E8	1.8265296E8	0.0	0.0	0.0	3.6765492E7	3.9720264E7	3.4828292E7	0.0	0.0	0.0	
sp|Q14166|TTL12_HUMAN	Q14166	TTL12_HUMAN	TTLL12	644	Homo sapiens	1:Experimental evidence at protein level	Tubulin--tyrosine ligase-like protein 12	1.0	0.999	11	27	27	27	10	12	5	0	0	0	10	12	5	0	0	0	10	12	5	0	0	0	2.77763936E8	2.94700128E8	2.43407152E8	0.0	0.0	0.0	7.0745936E7	7.2591232E7	6.8031376E7	0.0	0.0	0.0	
sp|Q14181|DPOA2_HUMAN	Q14181	DPOA2_HUMAN	POLA2	598	Homo sapiens	1:Experimental evidence at protein level	DNA polymerase alpha subunit B	1.0	0.999	7	8	8	8	4	4	0	0	0	0	4	4	0	0	0	0	4	4	0	0	0	0	8.2692048E7	3.3009856E7	1.04383328E8	0.0	0.0	0.0	3.588098E7	4.8897596E7	4.5161612E7	0.0	0.0	0.0	
sp|Q14197|ICT1_HUMAN	Q14197	ICT1_HUMAN	MRPL58	206	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-tRNA hydrolase ICT1, mitochondrial	1.0	0.999	4	7	7	7	3	3	1	0	0	0	3	3	1	0	0	0	3	3	1	0	0	0	3.057886E7	2.0445074E7	2.2414888E7	0.0	0.0	0.0	1.1063026E7	1.0834732E7	1.3840731E7	0.0	0.0	0.0	
sp|Q14203|DCTN1_HUMAN	Q14203	DCTN1_HUMAN	DCTN1	1278	Homo sapiens	1:Experimental evidence at protein level	Dynactin subunit 1	1.0	0.999	18	31	31	31	13	17	1	0	0	0	13	17	1	0	0	0	13	17	1	0	0	0	1.45176704E8	1.95285824E8	1.3459616E8	0.0	0.0	0.0	2.3764702E7	2.4552214E7	2.3902182E7	0.0	0.0	0.0	
sp|Q14204|DYHC1_HUMAN	Q14204	DYHC1_HUMAN	DYNC1H1	4646	Homo sapiens	1:Experimental evidence at protein level	Cytoplasmic dynein 1 heavy chain 1	1.0	0.999	146	430	430	430	134	147	101	17	19	12	134	147	101	17	19	12	134	147	101	17	19	12	3.16369971E9	3.07976858E9	3.03537178E9	6.2639238E8	9.0751757E8	4.544992E8	7.4927056E7	7.1971808E7	7.3064608E7	6.9093016E7	7.4646776E7	7.3174856E7	
sp|Q14232|EI2BA_HUMAN	Q14232	EI2BA_HUMAN	EIF2B1	305	Homo sapiens	1:Experimental evidence at protein level	Translation initiation factor eIF-2B subunit alpha	1.0	0.999	10	23	23	23	7	9	6	0	0	1	7	9	6	0	0	1	7	9	6	0	0	1	1.73235808E8	1.41021328E8	1.57112192E8	0.0	0.0	1.5451892E7	2.787973E7	2.548093E7	2.6703038E7	0.0	0.0	0.0	
sp|Q14240|IF4A2_HUMAN	Q14240	IF4A2_HUMAN	EIF4A2	407	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic initiation factor 4A-II	1.0	0.999	19	24	24	125	5	9	5	2	1	2	5	9	5	2	1	2	26	32	22	14	15	16	2.3386776E8	2.70415328E8	2.43586032E8	5.6531368E7	4.3735536E7	1.31743544E8	7.5238264E7	7.3590176E7	7.2525432E7	5.600066E7	0.0	7.2686408E7	
sp|Q14241|ELOA1_HUMAN	Q14241	ELOA1_HUMAN	ELOA	798	Homo sapiens	1:Experimental evidence at protein level	Elongin-A	0.9665	0.9984	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	8016650.0	7585866.5	9866159.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14244|MAP7_HUMAN	Q14244	MAP7_HUMAN	MAP7	749	Homo sapiens	1:Experimental evidence at protein level	Ensconsin	1.0	0.999	12	28	28	28	9	13	5	0	1	0	9	13	5	0	1	0	9	13	5	0	1	0	1.29806808E8	1.59995824E8	8.0407592E7	0.0	0.0	0.0	2.8102382E7	2.7254782E7	2.472673E7	0.0	0.0	0.0	
sp|Q14247|SRC8_HUMAN	Q14247	SRC8_HUMAN	CTTN	550	Homo sapiens	1:Experimental evidence at protein level	Src substrate cortactin	1.0	0.999	21	66	66	66	19	24	11	4	5	3	19	24	11	4	5	3	19	24	11	4	5	3	5.4063238E8	4.85579456E8	5.15363392E8	1.6249584E8	1.8817224E8	1.1090072E8	5.7999212E7	5.9541224E7	6.2076572E7	6.2280296E7	5.8217776E7	7.0560456E7	
sp|Q14254|FLOT2_HUMAN	Q14254	FLOT2_HUMAN	FLOT2	428	Homo sapiens	1:Experimental evidence at protein level	Flotillin-2	1.0	0.999	12	25	25	25	9	11	5	0	0	0	9	11	5	0	0	0	9	11	5	0	0	0	1.5579912E8	1.49978544E8	1.40570096E8	0.0	0.0	0.0	2.1805522E7	2.0918358E7	2.0924522E7	0.0	0.0	0.0	
sp|Q14257|RCN2_HUMAN	Q14257	RCN2_HUMAN	RCN2	317	Homo sapiens	1:Experimental evidence at protein level	Reticulocalbin-2	1.0	0.999	8	18	18	18	5	8	5	0	0	0	5	8	5	0	0	0	5	8	5	0	0	0	1.4221592E8	1.586232E8	1.45254384E8	0.0	0.0	0.0	3.610496E7	4.0615796E7	3.6044516E7	0.0	0.0	0.0	
sp|Q14258|TRI25_HUMAN	Q14258	TRI25_HUMAN	TRIM25	630	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin/ISG15 ligase TRIM25	1.0	0.999	18	57	57	57	18	18	13	3	4	1	18	18	13	3	4	1	18	18	13	3	4	1	4.21662688E8	4.39205536E8	4.5216528E8	1.0088064E8	1.35726576E8	3.338965E7	5.712466E7	5.628832E7	5.5810044E7	5.9836324E7	4.9134516E7	0.0	
sp|Q14318|FKBP8_HUMAN	Q14318	FKBP8_HUMAN	FKBP8	412	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP8	1.0	0.999	2	4	4	4	2	2	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	1.7168412E7	1.480248E7	1.4985199E7	0.0	0.0	0.0	9450299.0	8172479.0	8234729.5	0.0	0.0	0.0	
sp|Q14320|FA50A_HUMAN	Q14320	FA50A_HUMAN	FAM50A	339	Homo sapiens	1:Experimental evidence at protein level	Protein FAM50A	1.0	0.999	8	16	8	16	7	5	4	0	0	0	4	2	2	0	0	0	7	5	4	0	0	0	1.37588016E8	1.40743136E8	1.63088992E8	0.0	0.0	0.0	3.2598306E7	3.4679516E7	3.79417E7	0.0	0.0	0.0	
