Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Spectral Count	Blank_50umC12_0min_1x_01 Spectral Count	Blank_50umC12_0min_1x_02 Spectral Count	Blank_50umC12_0min_1x_03 Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	Blank_50umC12_0min_1x_01 Unique Spectral Count	Blank_50umC12_0min_1x_02 Unique Spectral Count	Blank_50umC12_0min_1x_03 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	Blank_50umC12_0min_1x_01 Total Spectral Count	Blank_50umC12_0min_1x_02 Total Spectral Count	Blank_50umC12_0min_1x_03 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Intensity	10ngQCHeLa_50umC12_0min_1x_02 Intensity	10ngQCHeLa_50umC12_0min_1x_03 Intensity	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Intensity	200pgQCHeLa_50umC12_0min_1x_04 Intensity	200pgQCHeLa_50umC12_0min_1x_05 Intensity	200pgQCHeLa_50umC12_0min_1x_06 Intensity	20ngQCHeLa_50umC12_0min_1x_01 Intensity	20ngQCHeLa_50umC12_0min_1x_02 Intensity	20ngQCHeLa_50umC12_0min_1x_03 Intensity	2ngQCHeLa_50umC12_0min_1x_01 Intensity	2ngQCHeLa_50umC12_0min_1x_02 Intensity	2ngQCHeLa_50umC12_0min_1x_03 Intensity	2ngQCHeLa_75umC8_0min_1x_01 Intensity	2ngQCHeLa_75umC8_0min_1x_02 Intensity	Blank_50umC12_0min_1x_01 Intensity	Blank_50umC12_0min_1x_02 Intensity	Blank_50umC12_0min_1x_03 Intensity	10ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	10ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	10ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_04 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_05 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_06 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	Blank_50umC12_0min_1x_01 MaxLFQ Intensity	Blank_50umC12_0min_1x_02 MaxLFQ Intensity	Blank_50umC12_0min_1x_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q96CB9|NSUN4_HUMAN	Q96CB9	NSUN4_HUMAN	NSUN4	384	Homo sapiens	1:Experimental evidence at protein level	5-methylcytosine rRNA methyltransferase NSUN4	0.9898	0.997	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1753177.6	0.0	0.0	0.0	0.0	0.0	0.0	1656119.5	1766964.4	0.0	0.0	1262365.8	1973958.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96CN7|ISOC1_HUMAN	Q96CN7	ISOC1_HUMAN	ISOC1	298	Homo sapiens	1:Experimental evidence at protein level	Isochorismatase domain-containing protein 1	1.0	0.999	5	24	24	24	3	1	3	0	0	0	0	4	4	3	3	2	1	0	0	0	0	0	3	1	3	0	0	0	0	4	4	3	3	2	1	0	0	0	0	0	3	1	3	0	0	0	0	4	4	3	3	2	1	0	0	0	0	0	2.9528548E7	2.4699876E7	2.7463036E7	0.0	0.0	0.0	0.0	2.875356E7	2.841536E7	2.9137384E7	2.5954024E7	2.1800368E7	1.75305E7	1.9403652E7	8634756.0	0.0	0.0	0.0	8152478.5	8042215.5	8750830.0	0.0	0.0	0.0	0.0	9234451.0	8996188.0	9186395.0	7907234.0	7564681.0	7315910.5	7233254.0	0.0	0.0	0.0	0.0	
sp|Q96CP2|FWCH2_HUMAN	Q96CP2	FWCH2_HUMAN	FLYWCH2	140	Homo sapiens	1:Experimental evidence at protein level	FLYWCH family member 2	1.0	0.999	6	31	29	31	4	2	3	0	0	0	0	3	5	3	4	2	5	0	0	0	0	0	3	2	3	0	0	0	0	3	5	3	4	2	4	0	0	0	0	0	4	2	3	0	0	0	0	3	5	3	4	2	5	0	0	0	0	0	4.5823712E7	4.422846E7	3.129371E7	0.0	0.0	0.0	0.0	2.8077912E7	3.9109992E7	2.7124168E7	3.440998E7	3.2689568E7	4.1908924E7	3.7032136E7	2.143737E7	5896260.5	0.0	0.0	1.3585507E7	1.3502258E7	1.2639459E7	0.0	0.0	0.0	0.0	1.1173473E7	1.1248597E7	1.0875344E7	1.4729261E7	1.4013643E7	1.3259626E7	1.1840036E7	1.0604645E7	0.0	0.0	0.0	
sp|Q96CS3|FAF2_HUMAN	Q96CS3	FAF2_HUMAN	FAF2	445	Homo sapiens	1:Experimental evidence at protein level	FAS-associated factor 2	1.0	0.999	7	31	31	31	3	4	3	0	0	0	0	5	6	6	1	1	1	1	0	0	0	0	3	4	3	0	0	0	0	5	6	6	1	1	1	1	0	0	0	0	3	4	3	0	0	0	0	5	6	6	1	1	1	1	0	0	0	0	2.7573124E7	3.9294064E7	4.110484E7	0.0	0.0	0.0	0.0	4.3758696E7	4.5471968E7	6.1998148E7	2.2181802E7	2.3465868E7	2.3490882E7	2.6136364E7	2.9847014E7	0.0	0.0	0.0	1.0797279E7	1.0392337E7	1.1270812E7	0.0	0.0	0.0	0.0	9869033.0	1.1459996E7	1.1629463E7	9699097.0	1.022068E7	1.0316966E7	1.1626792E7	1.3542478E7	0.0	0.0	0.0	
sp|Q96CT7|CC124_HUMAN	Q96CT7	CC124_HUMAN	CCDC124	223	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 124	1.0	0.999	7	49	49	49	6	5	2	0	0	0	0	7	7	7	4	3	3	3	2	0	0	0	6	5	2	0	0	0	0	7	7	7	4	3	3	3	2	0	0	0	6	5	2	0	0	0	0	7	7	7	4	3	3	3	2	0	0	0	1.00466576E8	3.519216E7	3.9497032E7	0.0	0.0	0.0	0.0	9.3967856E7	8.7746328E7	3.8951616E7	3.702788E7	4.2029088E7	3.188254E7	4.0554004E7	3.564408E7	1.93785E7	0.0	0.0	2.0158748E7	1.6634561E7	1.8912472E7	0.0	0.0	0.0	0.0	2.1097062E7	1.8954624E7	1.7968732E7	1.800642E7	2.1012402E7	1.4445299E7	2.5068704E7	2.4187702E7	1.6574506E7	0.0	0.0	
sp|Q96CW1|AP2M1_HUMAN	Q96CW1	AP2M1_HUMAN	AP2M1	435	Homo sapiens	1:Experimental evidence at protein level	AP-2 complex subunit mu	1.0	0.999	13	68	68	68	6	5	9	0	0	0	0	10	11	10	3	4	3	4	3	0	0	0	6	5	9	0	0	0	0	10	11	10	3	4	3	4	3	0	0	0	6	5	9	0	0	0	0	10	11	10	3	4	3	4	3	0	0	0	9.5072552E7	7.4199216E7	9.5722464E7	0.0	0.0	0.0	0.0	1.1849384E8	9.9789112E7	9.9982544E7	6.7782752E7	6.5371456E7	6.4248892E7	5.9163552E7	4.4010112E7	1.0744136E7	0.0	0.0	1.6532422E7	1.6413802E7	1.5878342E7	0.0	0.0	0.0	0.0	1.6127818E7	1.5057249E7	1.5015149E7	1.7927106E7	1.764689E7	1.6030218E7	1.5267565E7	1.5980262E7	0.0	0.0	0.0	
sp|Q96D46|NMD3_HUMAN	Q96D46	NMD3_HUMAN	NMD3	503	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal export protein NMD3	1.0	0.9989	5	8	8	8	3	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1.7083744E7	1.4088485E7	1.8869452E7	0.0	0.0	0.0	0.0	1.9248394E7	1.8450886E7	9202975.0	1.520035E7	1.0891518E7	1.4301948E7	1.6239984E7	0.0	0.0	0.0	0.0	7231294.5	7255001.0	8197467.5	0.0	0.0	0.0	0.0	8348111.5	8078664.5	7385896.5	8361435.5	0.0	8256994.0	1.0189467E7	0.0	0.0	0.0	0.0	
sp|Q96DA6|TIM14_HUMAN	Q96DA6	TIM14_HUMAN	DNAJC19	116	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit TIM14	0.9998	0.9987	2	6	6	6	1	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	5619548.5	8017683.0	4906174.5	0.0	0.0	0.0	0.0	6939370.0	7297780.0	6854836.5	6903492.5	7764435.0	6467630.5	5635314.5	0.0	0.0	0.0	0.0	0.0	6016447.5	0.0	0.0	0.0	0.0	0.0	5227407.5	5276865.0	4902659.0	0.0	6060004.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96DB5|RMD1_HUMAN	Q96DB5	RMD1_HUMAN	RMDN1	314	Homo sapiens	1:Experimental evidence at protein level	Regulator of microtubule dynamics protein 1	1.0	0.9983	4	4	4	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0.0	1.038357E7	0.0	0.0	0.0	0.0	0.0	9666247.0	8413319.0	1.6752841E7	0.0	0.0	0.0	5591428.5	5444386.5	0.0	0.0	0.0	0.0	4839233.0	0.0	0.0	0.0	0.0	0.0	0.0	5327663.5	7843035.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96DG6|CMBL_HUMAN	Q96DG6	CMBL_HUMAN	CMBL	245	Homo sapiens	1:Experimental evidence at protein level	Carboxymethylenebutenolidase homolog	1.0	0.999	12	89	89	89	9	8	6	0	1	0	0	10	13	12	6	8	6	5	5	0	0	0	9	8	6	0	1	0	0	10	13	12	6	8	6	5	5	0	0	0	9	8	6	0	1	0	0	10	13	12	6	8	6	5	5	0	0	0	1.03387568E8	1.01331128E8	1.00153784E8	0.0	7824402.5	0.0	0.0	1.04768368E8	9.764564E7	9.5863872E7	8.029088E7	8.5818136E7	1.03538688E8	9.966016E7	1.1356408E8	1.0548434E7	0.0	0.0	3.702518E7	3.552828E7	3.399264E7	0.0	0.0	0.0	0.0	3.4059444E7	3.1051842E7	3.253289E7	3.315646E7	3.3156204E7	3.2341678E7	2.6599988E7	2.6688758E7	0.0	0.0	0.0	
sp|Q96DH6|MSI2H_HUMAN	Q96DH6	MSI2H_HUMAN	MSI2	328	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein Musashi homolog 2	1.0	0.999	4	23	20	23	3	1	3	0	0	0	0	4	4	3	2	2	1	0	0	0	0	0	3	1	2	0	0	0	0	3	3	3	2	2	1	0	0	0	0	0	3	1	3	0	0	0	0	4	4	3	2	2	1	0	0	0	0	0	2.124029E7	2.2838716E7	2.6021792E7	0.0	0.0	0.0	0.0	2.581883E7	2.6847204E7	2.7797526E7	1.5342515E7	1.6394079E7	1.4982621E7	1.8544612E7	0.0	0.0	0.0	0.0	7477161.5	7160947.0	8426330.0	0.0	0.0	0.0	0.0	8650298.0	8824018.0	9627412.0	6733417.5	7552211.5	6760010.0	8532903.0	0.0	0.0	0.0	0.0	
sp|Q96DI7|SNR40_HUMAN	Q96DI7	SNR40_HUMAN	SNRNP40	357	Homo sapiens	1:Experimental evidence at protein level	U5 small nuclear ribonucleoprotein 40 kDa protein	1.0	0.999	11	50	50	50	8	7	4	0	0	0	0	9	9	9	1	1	1	1	0	0	0	0	8	7	4	0	0	0	0	9	9	9	1	1	1	1	0	0	0	0	8	7	4	0	0	0	0	9	9	9	1	1	1	1	0	0	0	0	4.8996376E7	9.0232912E7	4.6254904E7	0.0	0.0	0.0	0.0	5.0212488E7	1.06286896E8	1.1743392E8	3.208179E7	3.67525E7	4.8676728E7	1.569632E7	3.535902E7	1.6760773E7	0.0	0.0	2.1864768E7	2.011666E7	1.9494534E7	0.0	0.0	0.0	0.0	2.0470242E7	2.0302084E7	2.0156296E7	1.68704E7	1.6707703E7	1.9245148E7	1.7956486E7	1.5884603E7	0.0	0.0	0.0	
sp|Q96DN5|TBC31_HUMAN	Q96DN5	TBC31_HUMAN	TBC1D31	1066	Homo sapiens	1:Experimental evidence at protein level	TBC1 domain family member 31	0.9124	0.9966	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96DV4|RM38_HUMAN	Q96DV4	RM38_HUMAN	MRPL38	380	Homo sapiens	1:Experimental evidence at protein level	39S ribosomal protein L38, mitochondrial	1.0	0.999	6	27	27	27	3	3	1	0	0	0	0	4	5	5	2	1	1	1	1	0	0	0	3	3	1	0	0	0	0	4	5	5	2	1	1	1	1	0	0	0	3	3	1	0	0	0	0	4	5	5	2	1	1	1	1	0	0	0	1.732992E7	2.209654E7	3.0871524E7	0.0	0.0	0.0	0.0	3.000084E7	2.9355308E7	3.2636042E7	1.9508698E7	2.5170638E7	1.1997559E7	1.8646052E7	1.40779E7	9321364.0	0.0	0.0	6949859.5	7797028.5	7984733.0	0.0	0.0	0.0	0.0	7637781.0	7784618.0	8089822.5	7344399.0	8423989.0	7064678.0	8190537.5	8224172.0	0.0	0.0	0.0	
sp|Q96DZ1|ERLEC_HUMAN	Q96DZ1	ERLEC_HUMAN	ERLEC1	483	Homo sapiens	1:Experimental evidence at protein level	Endoplasmic reticulum lectin 1	0.8391	0.9932	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1433265.5	0.0	0.0	0.0	0.0	1186100.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96E11|RRFM_HUMAN	Q96E11	RRFM_HUMAN	MRRF	262	Homo sapiens	1:Experimental evidence at protein level	Ribosome-recycling factor, mitochondrial	1.0	0.999	7	38	38	38	5	5	5	0	0	0	0	4	5	5	2	3	2	1	1	0	0	0	5	5	5	0	0	0	0	4	5	5	2	3	2	1	1	0	0	0	5	5	5	0	0	0	0	4	5	5	2	3	2	1	1	0	0	0	1.13905296E8	1.11051184E8	8.4722328E7	0.0	0.0	0.0	1.3228318E7	9.28192E7	5.4495096E7	6.986708E7	9.0149912E7	1.00766528E8	5.874286E7	1.05817952E8	1.09382216E8	1.392716E7	0.0	0.0	4.2624748E7	4.1345284E7	4.0534476E7	0.0	0.0	0.0	0.0	3.686684E7	3.988222E7	3.5338508E7	5.1632388E7	5.0237492E7	4.8146068E7	4.258522E7	3.8535148E7	1.3777267E7	0.0	0.0	
sp|Q96EC8|YIPF6_HUMAN	Q96EC8	YIPF6_HUMAN	YIPF6	236	Homo sapiens	1:Experimental evidence at protein level	Protein YIPF6	0.9682	0.9988	1	3	3	3	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3277034.5	0.0	3726178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.725004E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96EE3|SEH1_HUMAN	Q96EE3	SEH1_HUMAN	SEH1L	360	Homo sapiens	1:Experimental evidence at protein level	Nucleoporin SEH1	1.0	0.999	8	27	27	27	3	2	2	0	0	0	0	4	7	6	2	0	1	0	0	0	0	0	3	2	2	0	0	0	0	4	7	6	2	0	1	0	0	0	0	0	3	2	2	0	0	0	0	4	7	6	2	0	1	0	0	0	0	0	2.6159732E7	2.9257486E7	3.5477504E7	0.0	0.0	0.0	0.0	4.9546456E7	5.1026252E7	4.37275E7	2.0632534E7	6232401.5	1.7330058E7	1.4083161E7	4407187.5	0.0	0.0	0.0	7861313.0	8092550.0	9800149.0	0.0	0.0	0.0	0.0	1.323632E7	1.1545188E7	1.1911441E7	1.0247413E7	0.0	1.1062045E7	8378443.0	0.0	0.0	0.0	0.0	
sp|Q96EK5|KBP_HUMAN	Q96EK5	KBP_HUMAN	KIFBP	621	Homo sapiens	1:Experimental evidence at protein level	KIF-binding protein	1.0	0.999	6	13	13	13	0	0	1	0	0	0	0	3	5	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	5	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	5	3	0	0	1	0	0	0	0	0	1.9942914E7	2.3464348E7	2.2461014E7	0.0	0.0	0.0	0.0	2.4749244E7	2.8102414E7	2.670001E7	1.2323004E7	1.7755632E7	1.2806702E7	4157906.2	7630252.0	0.0	0.0	0.0	5692752.0	6543482.5	6219400.0	0.0	0.0	0.0	0.0	6884456.5	7946474.5	7159357.5	4771328.0	5557633.5	5137019.0	0.0	6430970.5	0.0	0.0	0.0	
sp|Q96EK6|GNA1_HUMAN	Q96EK6	GNA1_HUMAN	GNPNAT1	184	Homo sapiens	1:Experimental evidence at protein level	Glucosamine 6-phosphate N-acetyltransferase	1.0	0.999	6	47	47	47	5	4	5	0	0	0	0	6	6	6	3	4	4	2	2	0	0	0	5	4	5	0	0	0	0	6	6	6	3	4	4	2	2	0	0	0	5	4	5	0	0	0	0	6	6	6	3	4	4	2	2	0	0	0	7.555584E7	8.3741544E7	9.0024496E7	0.0	0.0	0.0	4.0377204E7	8.993128E7	9.3372528E7	9.8747168E7	5.4193472E7	5.7214768E7	5.4162856E7	6.5820112E7	5.6330024E7	5.1356484E7	2.5648762E7	0.0	2.2429284E7	2.3099694E7	2.6004252E7	0.0	0.0	0.0	3.3747724E7	2.7127412E7	2.7133032E7	2.6611914E7	2.3604354E7	2.3905908E7	2.3884712E7	2.5771166E7	2.5408532E7	3.2233712E7	0.0	0.0	
sp|Q96EL2|RT24_HUMAN	Q96EL2	RT24_HUMAN	MRPS24	167	Homo sapiens	1:Experimental evidence at protein level	28S ribosomal protein S24, mitochondrial	0.8373	0.9931	1	7	7	7	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	5753081.0	5482009.5	5440205.0	0.0	0.0	0.0	0.0	4684391.0	4682216.5	4608393.0	6456093.0	6255434.5	5475716.5	4479707.5	5295329.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96EL3|RM53_HUMAN	Q96EL3	RM53_HUMAN	MRPL53	112	Homo sapiens	1:Experimental evidence at protein level	39S ribosomal protein L53, mitochondrial	1.0	0.999	4	21	21	21	3	4	1	0	0	0	0	2	4	3	1	1	0	1	1	0	0	0	3	4	1	0	0	0	0	2	4	3	1	1	0	1	1	0	0	0	3	4	1	0	0	0	0	2	4	3	1	1	0	1	1	0	0	0	2.291584E7	3.2503084E7	3.2767356E7	0.0	0.0	0.0	8926993.0	3.2456396E7	3.0591984E7	2.2171696E7	2.1676064E7	1.497646E7	2.3277484E7	9880429.0	2.4697022E7	0.0	0.0	0.0	1.1663088E7	1.0364102E7	1.0747595E7	0.0	0.0	0.0	0.0	1.0226104E7	9458935.0	9673182.0	1.0827044E7	9710540.0	1.1558714E7	8185392.0	7519774.0	0.0	0.0	0.0	
sp|Q96EN8|MOCOS_HUMAN	Q96EN8	MOCOS_HUMAN	MOCOS	888	Homo sapiens	1:Experimental evidence at protein level	Molybdenum cofactor sulfurase	1.0	0.999	4	11	11	11	2	0	0	0	0	0	0	4	3	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	4	3	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	4	3	1	0	0	1	0	0	0	0	0	4223638.5	3422534.5	0.0	0.0	0.0	0.0	0.0	8630875.0	7874281.0	5806160.5	2268346.2	2056621.8	5881269.0	1319808.2	0.0	0.0	0.0	0.0	3744440.5	0.0	0.0	0.0	0.0	0.0	0.0	3331814.5	3068141.8	3090367.5	0.0	0.0	5080134.5	0.0	0.0	0.0	0.0	0.0	
sp|Q96EP5|DAZP1_HUMAN	Q96EP5	DAZP1_HUMAN	DAZAP1	407	Homo sapiens	1:Experimental evidence at protein level	DAZ-associated protein 1	1.0	0.999	7	24	24	24	3	0	1	0	1	1	0	3	4	5	0	1	2	2	1	0	0	0	3	0	1	0	1	1	0	3	4	5	0	1	2	2	1	0	0	0	3	0	1	0	1	1	0	3	4	5	0	1	2	2	1	0	0	0	6.4814576E7	8.6497792E7	8.8439816E7	0.0	5.3864432E7	2.7285448E7	2.973868E7	1.03405368E8	8.3839504E7	1.0310408E8	4.9838704E7	5.658668E7	4.4845884E7	7.2606432E7	6.4901164E7	1.04787832E8	0.0	0.0	3.5928344E7	3.8339036E7	3.6262168E7	0.0	0.0	0.0	0.0	4.0378312E7	4.1717256E7	4.0180468E7	3.6108428E7	3.6018368E7	3.3005698E7	4.4606508E7	4.0177824E7	6.2500448E7	0.0	0.0	
sp|Q96ER9|MITOK_HUMAN	Q96ER9	MITOK_HUMAN	CCDC51	411	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial potassium channel	1.0	0.9989	4	17	17	17	2	2	1	0	0	0	0	3	3	2	2	1	1	0	0	0	0	0	2	2	1	0	0	0	0	3	3	2	2	1	1	0	0	0	0	0	2	2	1	0	0	0	0	3	3	2	2	1	1	0	0	0	0	0	4.8569828E7	4.5730456E7	4.7683056E7	0.0	0.0	0.0	0.0	6.2778352E7	6.8040416E7	5.225846E7	1.0504858E7	1.3813416E7	1.3342326E7	5948094.0	1.0754068E7	1.0320535E7	0.0	0.0	1.9286538E7	1.8428992E7	1.8511012E7	0.0	0.0	0.0	0.0	1.8015202E7	1.8909974E7	1.8307764E7	1.5826729E7	2.0580392E7	2.0054632E7	0.0	1.5952674E7	0.0	0.0	0.0	
sp|Q96EV2|RBM33_HUMAN	Q96EV2	RBM33_HUMAN	RBM33	1170	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 33	0.9624	0.9986	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	1202775.0	0.0	0.0	0.0	0.0	2605089.5	3005521.5	3087698.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
