Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Spectral Count	10ngQCHeLa_75umC8_0min_1x_02 Spectral Count	10ngQCHeLa_75umC8_0min_1x_03 Spectral Count	200pgQCHeLa_75umC8_0min_1x_00 Spectral Count	200pgQCHeLa_75umC8_0min_1x_01 Spectral Count	200pgQCHeLa_75umC8_0min_1x_02 Spectral Count	200pgQCHeLa_75umC8_0min_1x_03 Spectral Count	20ngQCHeLa_75umC8_0min_1x_01 Spectral Count	20ngQCHeLa_75umC8_0min_1x_02 Spectral Count	20ngQCHeLa_75umC8_0min_1x_03 Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Spectral Count	Blank_75umC8_0min_1x_01 Spectral Count	Blank_75umC8_0min_1x_02 Spectral Count	Blank_75umC8_0min_1x_03 Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	10ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	10ngQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_00 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	20ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	20ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	20ngQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	Blank_75umC8_0min_1x_01 Unique Spectral Count	Blank_75umC8_0min_1x_02 Unique Spectral Count	Blank_75umC8_0min_1x_03 Unique Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_03 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_00 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_01 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_02 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_03 Total Spectral Count	20ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	20ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	20ngQCHeLa_75umC8_0min_1x_03 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Total Spectral Count	Blank_75umC8_0min_1x_01 Total Spectral Count	Blank_75umC8_0min_1x_02 Total Spectral Count	Blank_75umC8_0min_1x_03 Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Intensity	10ngQCHeLa_75umC8_0min_1x_02 Intensity	10ngQCHeLa_75umC8_0min_1x_03 Intensity	200pgQCHeLa_75umC8_0min_1x_00 Intensity	200pgQCHeLa_75umC8_0min_1x_01 Intensity	200pgQCHeLa_75umC8_0min_1x_02 Intensity	200pgQCHeLa_75umC8_0min_1x_03 Intensity	20ngQCHeLa_75umC8_0min_1x_01 Intensity	20ngQCHeLa_75umC8_0min_1x_02 Intensity	20ngQCHeLa_75umC8_0min_1x_03 Intensity	2ngQCHeLa_75umC8_0min_1x_01 Intensity	2ngQCHeLa_75umC8_0min_1x_02 Intensity	2ngQCHeLa_75umC8_0min_1x_03 Intensity	Blank_75umC8_0min_1x_01 Intensity	Blank_75umC8_0min_1x_02 Intensity	Blank_75umC8_0min_1x_03 Intensity	10ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	10ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	10ngQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_00 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	20ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	20ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	20ngQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	Blank_75umC8_0min_1x_01 MaxLFQ Intensity	Blank_75umC8_0min_1x_02 MaxLFQ Intensity	Blank_75umC8_0min_1x_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|P62249|RS16_HUMAN	P62249	RS16_HUMAN	RPS16	146	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S16	1.0	0.999	9	117	117	117	12	12	10	2	4	5	4	12	14	14	9	9	10	0	0	0	12	12	10	2	4	5	4	12	14	14	9	9	10	0	0	0	12	12	10	2	4	5	4	12	14	14	9	9	10	0	0	0	4.4545472E8	4.36391424E8	4.8224912E8	2.3375936E8	3.2005552E8	3.07607232E8	3.9476048E8	4.8239728E8	4.7863472E8	4.7139376E8	5.33694912E8	5.9197818E8	5.22192992E8	0.0	0.0	0.0	1.45936256E8	1.39284576E8	1.49451392E8	1.61553104E8	1.33196576E8	1.4063048E8	1.5437136E8	1.46463424E8	1.42861744E8	1.42044976E8	1.73783392E8	1.83176608E8	1.73861168E8	0.0	0.0	0.0	
sp|P62258|1433E_HUMAN	P62258	1433E_HUMAN	YWHAE	255	Homo sapiens	1:Experimental evidence at protein level	14-3-3 protein epsilon	1.0	0.999	16	251	251	298	26	24	21	5	8	9	10	26	26	30	22	19	24	1	0	0	26	24	21	5	8	9	10	26	26	30	22	19	24	1	0	0	30	28	26	7	12	12	13	29	29	33	26	22	28	3	0	0	1.10131533E9	1.10888192E9	1.17382298E9	4.44534464E8	6.134519E8	7.1445446E8	8.6558342E8	1.24885171E9	1.20578342E9	1.27789581E9	9.4371277E8	8.5568051E8	8.4310701E8	307526.34	0.0	0.0	1.93302848E8	1.8021168E8	1.98212768E8	1.85362448E8	1.84124112E8	1.92018688E8	2.04836176E8	1.73459024E8	1.70793488E8	1.73994336E8	1.97486528E8	2.01670896E8	1.8069224E8	0.0	0.0	0.0	
sp|P62263|RS14_HUMAN	P62263	RS14_HUMAN	RPS14	151	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S14	1.0	0.999	5	85	85	85	6	9	7	4	4	4	4	10	6	9	9	5	8	0	0	0	6	9	7	4	4	4	4	10	6	9	9	5	8	0	0	0	6	9	7	4	4	4	4	10	6	9	9	5	8	0	0	0	4.42491616E8	4.35518496E8	4.15770176E8	2.4806224E8	2.55885248E8	2.49623856E8	2.67120672E8	4.12635264E8	4.09150112E8	4.00252288E8	4.27348032E8	4.27347072E8	4.31053376E8	0.0	0.0	0.0	1.63499328E8	1.57180304E8	1.57095744E8	1.42060832E8	1.43493744E8	1.54482672E8	1.46723184E8	1.40806736E8	1.42122672E8	1.40721248E8	1.74782752E8	1.79131968E8	1.74042048E8	0.0	0.0	0.0	
sp|P62266|RS23_HUMAN	P62266	RS23_HUMAN	RPS23	143	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S23	1.0	0.999	2	19	19	19	2	1	1	1	1	1	1	1	2	2	2	2	2	0	0	0	2	1	1	1	1	1	1	1	2	2	2	2	2	0	0	0	2	1	1	1	1	1	1	1	2	2	2	2	2	0	0	0	7.5106272E7	7.6747592E7	7.533492E7	7.2137976E7	6.8360024E7	7.401952E7	7.4265344E7	8.0381472E7	7.6792272E7	8.0172808E7	7.2362928E7	7.1011488E7	6.6874468E7	0.0	0.0	0.0	7.0557168E7	7.2562632E7	6.5036904E7	0.0	0.0	0.0	0.0	7.009412E7	6.7485208E7	6.938984E7	6.4132172E7	6.4946936E7	6.2045824E7	0.0	0.0	0.0	
sp|P62269|RS18_HUMAN	P62269	RS18_HUMAN	RPS18	152	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S18	1.0	0.999	8	112	112	112	8	12	8	5	6	7	8	10	9	11	10	10	8	0	0	0	8	12	8	5	6	7	8	10	9	11	10	10	8	0	0	0	8	12	8	5	6	7	8	10	9	11	10	10	8	0	0	0	3.50414272E8	3.38020224E8	3.65457088E8	2.0260488E8	2.3248096E8	2.96910304E8	3.55538272E8	3.74922048E8	3.72849088E8	3.77841632E8	3.62719264E8	3.6947312E8	3.26280032E8	0.0	0.0	0.0	8.6795728E7	8.517044E7	8.8212704E7	7.7760328E7	8.0668376E7	9.0490312E7	8.8141024E7	8.2476176E7	8.2390768E7	8.0300016E7	8.5902192E7	8.582744E7	8.1373232E7	0.0	0.0	0.0	
sp|P62273|RS29_HUMAN	P62273	RS29_HUMAN	RPS29	56	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S29	0.9507	0.9982	1	9	9	9	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1.5433274E7	1.3053994E7	1.7400054E7	0.0	0.0	0.0	8296658.0	1.900039E7	1.8506278E7	1.8409456E7	1.4677897E7	1.7749976E7	9375081.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62277|RS13_HUMAN	P62277	RS13_HUMAN	RPS13	151	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S13	1.0	0.999	6	86	86	86	9	9	7	1	4	3	4	10	10	9	7	7	6	0	0	0	9	9	7	1	4	3	4	10	10	9	7	7	6	0	0	0	9	9	7	1	4	3	4	10	10	9	7	7	6	0	0	0	3.4153248E8	3.43467136E8	3.28790656E8	2.34215264E8	2.86856128E8	2.67785344E8	3.12685952E8	3.49002336E8	3.53267328E8	3.61497024E8	3.31217312E8	3.29894656E8	3.3141616E8	0.0	0.0	0.0	1.3828872E8	1.38150768E8	1.30747512E8	1.51832016E8	1.66598336E8	1.56248016E8	1.43837744E8	1.33103464E8	1.37270768E8	1.36768816E8	1.50538352E8	1.4266088E8	1.39425728E8	0.0	0.0	0.0	
sp|P62280|RS11_HUMAN	P62280	RS11_HUMAN	RPS11	158	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S11	1.0	0.999	13	146	146	146	13	14	14	3	5	6	6	17	13	15	14	12	14	0	0	0	13	14	14	3	5	6	6	17	13	15	14	12	14	0	0	0	13	14	14	3	5	6	6	17	13	15	14	12	14	0	0	0	3.98386176E8	3.88006432E8	4.04089792E8	1.47616256E8	2.055544E8	2.30402064E8	3.06019136E8	3.9096672E8	3.71345184E8	3.92422368E8	4.23629248E8	4.2986864E8	3.98636512E8	0.0	0.0	0.0	7.8809968E7	7.2968832E7	7.7881832E7	6.1841548E7	7.2741296E7	8.3272072E7	9.84854E7	6.9058568E7	6.6486488E7	6.9057752E7	9.7515152E7	9.7558904E7	9.052824E7	0.0	0.0	0.0	
sp|P62304|RUXE_HUMAN	P62304	RUXE_HUMAN	SNRPE	92	Homo sapiens	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein E	1.0	0.999	2	20	20	20	2	3	3	0	1	0	0	3	1	2	2	2	1	0	0	0	2	3	3	0	1	0	0	3	1	2	2	2	1	0	0	0	2	3	3	0	1	0	0	3	1	2	2	2	1	0	0	0	7.4911688E7	7.4574848E7	7.190636E7	3.9771432E7	8.1495104E7	2.8700848E7	3.0966094E7	8.017848E7	7.6958136E7	7.9106192E7	7.390972E7	7.004132E7	7.0135976E7	0.0	0.0	0.0	3.4084128E7	3.424262E7	3.3792036E7	0.0	4.9836252E7	0.0	0.0	3.5680816E7	3.3420352E7	3.2845176E7	3.5594056E7	3.1803912E7	3.3064356E7	0.0	0.0	0.0	
sp|P62306|RUXF_HUMAN	P62306	RUXF_HUMAN	SNRPF	86	Homo sapiens	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein F	1.0	0.999	4	32	32	32	3	4	2	0	0	0	0	5	4	5	3	3	3	0	0	0	3	4	2	0	0	0	0	5	4	5	3	3	3	0	0	0	3	4	2	0	0	0	0	5	4	5	3	3	3	0	0	0	3.7211452E7	4.4648116E7	4.7966228E7	0.0	0.0	8178652.5	8093163.0	4.6402036E7	4.6969784E7	4.6960396E7	1.5295098E7	2.2703146E7	6.7000764E7	0.0	0.0	0.0	1.2946582E7	1.5365085E7	1.732634E7	0.0	0.0	0.0	7280229.5	1.6193154E7	1.6056875E7	1.6245431E7	1.3631271E7	1.4450066E7	1.4761499E7	0.0	0.0	0.0	
sp|P62310|LSM3_HUMAN	P62310	LSM3_HUMAN	LSM3	102	Homo sapiens	1:Experimental evidence at protein level	U6 snRNA-associated Sm-like protein LSm3	1.0	0.999	2	15	15	15	2	1	2	0	0	0	0	3	3	2	0	1	1	0	0	0	2	1	2	0	0	0	0	3	3	2	0	1	1	0	0	0	2	1	2	0	0	0	0	3	3	2	0	1	1	0	0	0	2.5787492E7	1.6951304E7	2.591315E7	0.0	1.3413242E7	0.0	1.2020016E7	2.6675702E7	2.6041026E7	2.5098446E7	2.2410724E7	2.0735296E7	2.4664612E7	0.0	0.0	0.0	1.4174735E7	1.3706049E7	1.4210649E7	0.0	0.0	0.0	0.0	1.4916984E7	1.4464692E7	1.3659332E7	1.3325378E7	1.2885778E7	1.2343737E7	0.0	0.0	0.0	
sp|P62312|LSM6_HUMAN	P62312	LSM6_HUMAN	LSM6	80	Homo sapiens	1:Experimental evidence at protein level	U6 snRNA-associated Sm-like protein LSm6	0.9996	0.999	2	6	6	6	0	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	5221241.0	7481887.0	7645929.0	0.0	0.0	0.0	0.0	6898386.0	7282231.0	6933684.5	6297830.5	4455645.5	5593906.5	0.0	0.0	0.0	0.0	4630996.0	4587211.0	0.0	0.0	0.0	0.0	4217882.5	4525210.5	4216042.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62314|SMD1_HUMAN	P62314	SMD1_HUMAN	SNRPD1	119	Homo sapiens	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein Sm D1	1.0	0.999	5	58	58	58	6	8	5	0	2	2	1	9	7	7	3	4	4	0	0	0	6	8	5	0	2	2	1	9	7	7	3	4	4	0	0	0	6	8	5	0	2	2	1	9	7	7	3	4	4	0	0	0	1.4884392E8	1.47341376E8	1.54955712E8	0.0	3.4683704E7	3.251172E7	3.5245924E7	1.5681528E8	1.52271744E8	1.547716E8	1.52883264E8	1.62189552E8	1.45108688E8	0.0	0.0	0.0	8.0226144E7	8.039064E7	8.1601544E7	0.0	0.0	0.0	0.0	8.1297432E7	8.2907824E7	8.2858344E7	7.8780416E7	8.1847728E7	8.3441048E7	0.0	0.0	0.0	
sp|P62316|SMD2_HUMAN	P62316	SMD2_HUMAN	SNRPD2	118	Homo sapiens	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein Sm D2	1.0	0.999	6	77	77	77	6	10	8	1	2	1	1	10	10	8	7	6	7	0	0	0	6	10	8	1	2	1	1	10	10	8	7	6	7	0	0	0	6	10	8	1	2	1	1	10	10	8	7	6	7	0	0	0	1.52805712E8	1.65135024E8	1.7259784E8	2.032682E7	6.0197124E7	3.7045052E7	3.646052E7	1.83025744E8	1.87246416E8	1.84806288E8	1.688668E8	1.59384256E8	1.30274248E8	0.0	0.0	0.0	7.16684E7	7.1418872E7	7.6640128E7	0.0	5.0319204E7	2.5817138E7	5.5195236E7	8.1391488E7	8.2597672E7	8.0556768E7	7.0403368E7	8.51208E7	5.5999296E7	0.0	0.0	0.0	
sp|P62318|SMD3_HUMAN	P62318	SMD3_HUMAN	SNRPD3	126	Homo sapiens	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein Sm D3	1.0	0.999	4	75	75	75	8	9	9	2	3	2	1	8	8	9	6	5	5	0	0	0	8	9	9	2	3	2	1	8	8	9	6	5	5	0	0	0	8	9	9	2	3	2	1	8	8	9	6	5	5	0	0	0	2.26815632E8	2.29266976E8	2.24582912E8	9.4162744E7	2.33765712E8	1.35652784E8	1.54274128E8	2.44402464E8	2.28291872E8	2.40944112E8	2.06335296E8	2.0319952E8	1.83694544E8	0.0	0.0	0.0	8.2311136E7	8.071828E7	8.1753104E7	2.12632224E8	9.7629224E7	7.76206E7	5.8656112E7	8.0116432E7	7.5629968E7	7.581728E7	7.2988776E7	7.007644E7	8.1140272E7	0.0	0.0	0.0	
sp|P62328|TYB4_HUMAN	P62328	TYB4_HUMAN	TMSB4X	44	Homo sapiens	1:Experimental evidence at protein level	Thymosin beta-4	0.9997	0.9988	1	17	17	17	2	2	2	1	0	1	0	2	2	2	1	1	1	0	0	0	2	2	2	1	0	1	0	2	2	2	1	1	1	0	0	0	2	2	2	1	0	1	0	2	2	2	1	1	1	0	0	0	1.83280768E8	1.63252688E8	2.27954096E8	1.03689152E8	6747017.0	5.368354E7	1.58621104E8	2.33346928E8	2.37505552E8	2.30772448E8	1.77876112E8	2.42539376E8	1.22691056E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62330|ARF6_HUMAN	P62330	ARF6_HUMAN	ARF6	175	Homo sapiens	1:Experimental evidence at protein level	ADP-ribosylation factor 6	1.0	0.999	3	15	15	15	2	2	1	0	0	0	0	3	3	3	0	0	1	0	0	0	2	2	1	0	0	0	0	3	3	3	0	0	1	0	0	0	2	2	1	0	0	0	0	3	3	3	0	0	1	0	0	0	1.5443206E7	1.5632969E7	1.2887373E7	0.0	0.0	0.0	0.0	2.6310002E7	2.5577284E7	2.977161E7	1.5627752E7	1.4151177E7	1.4683502E7	0.0	0.0	0.0	6894876.5	6934793.0	8330114.0	0.0	0.0	0.0	0.0	9973391.0	9408567.0	1.1694385E7	6576468.5	7452137.5	5938044.0	0.0	0.0	0.0	
sp|P62333|PRS10_HUMAN	P62333	PRS10_HUMAN	PSMC6	389	Homo sapiens	1:Experimental evidence at protein level	26S proteasome regulatory subunit 10B	1.0	0.999	11	86	86	86	11	8	9	0	0	0	1	12	12	12	9	6	6	0	0	0	11	8	9	0	0	0	1	12	12	12	9	6	6	0	0	0	11	8	9	0	0	0	1	12	12	12	9	6	6	0	0	0	1.59439776E8	1.6039184E8	1.58370704E8	1.7694424E7	1.7165834E7	4.1588144E7	7.0528496E7	1.63546144E8	1.65487872E8	1.59851648E8	1.57631008E8	1.27220408E8	1.23880216E8	0.0	0.0	0.0	2.3088584E7	2.2722334E7	2.3826626E7	0.0	0.0	1.7844828E7	1.8950618E7	2.3235796E7	2.2509746E7	2.2745878E7	2.5068068E7	2.5006904E7	2.3228696E7	0.0	0.0	0.0	
sp|P62424|RL7A_HUMAN	P62424	RL7A_HUMAN	RPL7A	266	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L7a	1.0	0.999	11	154	154	154	13	16	13	5	8	7	7	16	17	15	11	13	13	0	0	0	13	16	13	5	8	7	7	16	17	15	11	13	13	0	0	0	13	16	13	5	8	7	7	16	17	15	11	13	13	0	0	0	8.257271E8	8.0805453E8	8.2609741E8	5.32430176E8	6.1216006E8	6.2254214E8	7.6177395E8	8.1120998E8	8.3314246E8	8.2433555E8	8.5471923E8	8.4055213E8	8.08816E8	0.0	0.0	0.0	1.66285792E8	1.61027824E8	1.71540368E8	1.48809296E8	1.4866952E8	1.45848736E8	1.59544032E8	1.63095056E8	1.66564384E8	1.63707776E8	1.74816288E8	1.7052864E8	1.651292E8	0.0	0.0	0.0	
sp|P62487|RPB7_HUMAN	P62487	RPB7_HUMAN	POLR2G	172	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerase II subunit RPB7	0.9999	0.999	2	5	5	5	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	9380783.0	6867500.0	8962140.0	0.0	0.0	0.0	0.0	7021089.0	8455279.0	7775497.0	3918396.8	2630126.2	3935478.0	0.0	0.0	0.0	5095775.0	3789312.5	4911163.0	0.0	0.0	0.0	0.0	3875761.5	4597434.5	4281021.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62495|ERF1_HUMAN	P62495	ERF1_HUMAN	ETF1	437	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic peptide chain release factor subunit 1	1.0	0.999	14	116	116	116	11	14	11	0	2	1	0	15	15	15	11	11	10	0	0	0	11	14	11	0	2	1	0	15	15	15	11	11	10	0	0	0	11	14	11	0	2	1	0	15	15	15	11	11	10	0	0	0	2.12524432E8	2.03730656E8	2.15885904E8	4.8107716E7	5.1126432E7	5.8427592E7	1.17507136E8	2.05906016E8	2.15235216E8	2.09903408E8	1.96088416E8	1.9898016E8	1.79373392E8	0.0	0.0	0.0	2.72109E7	2.5909026E7	2.695266E7	0.0	2.7566002E7	2.5378168E7	2.071307E7	2.7050492E7	2.6520146E7	2.6627502E7	2.7723798E7	2.6860138E7	2.5475912E7	0.0	0.0	0.0	
sp|P62633|CNBP_HUMAN	P62633	CNBP_HUMAN	CNBP	177	Homo sapiens	1:Experimental evidence at protein level	Cellular nucleic acid-binding protein	1.0	0.999	4	34	34	34	3	4	5	0	0	0	2	3	3	4	4	3	3	0	0	0	3	4	5	0	0	0	2	3	3	4	4	3	3	0	0	0	3	4	5	0	0	0	2	3	3	4	4	3	3	0	0	0	7.900264E7	7.7537184E7	8.0491808E7	0.0	4.250422E7	4.2614752E7	6.4060596E7	8.1064648E7	7.8858352E7	8.4222784E7	9.026224E7	8.2971184E7	8.2101552E7	0.0	0.0	0.0	3.2293868E7	3.0506388E7	3.4168704E7	0.0	2.4552178E7	2.530325E7	3.9923048E7	3.2015242E7	3.0966508E7	3.2810564E7	4.3177916E7	3.9203784E7	3.9124128E7	0.0	0.0	0.0	
sp|P62701|RS4X_HUMAN	P62701	RS4X_HUMAN	RPS4X	263	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S4, X isoform	1.0	0.999	15	219	103	219	18	22	22	5	11	8	11	23	22	23	17	17	20	0	0	0	8	12	9	4	5	5	5	11	9	11	7	8	9	0	0	0	18	22	22	5	11	8	11	23	22	23	17	17	20	0	0	0	8.1562016E8	8.0797574E8	8.2435866E8	5.0386224E8	5.35314848E8	5.9030253E8	6.2925299E8	8.3192877E8	7.9371648E8	8.3006202E8	8.1996538E8	8.1788128E8	7.7306848E8	0.0	0.0	45057.176	1.09490688E8	1.04967312E8	1.10913328E8	1.25995176E8	1.17329808E8	1.17939048E8	1.12726824E8	9.9087192E7	9.5205808E7	9.8638376E7	1.14937088E8	1.14648096E8	1.11197776E8	0.0	0.0	0.0	
sp|P62745|RHOB_HUMAN	P62745	RHOB_HUMAN	RHOB	196	Homo sapiens	1:Experimental evidence at protein level	Rho-related GTP-binding protein RhoB	0.9997	0.9985	3	6	6	7	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	2	1	0	0	0	0	0	1	1	1	1	0	0	0	0	6836410.0	6995856.5	6525163.0	0.0	0.0	0.0	0.0	7003647.0	7312274.0	6844937.5	0.0	2819452.2	0.0	0.0	0.0	0.0	4924380.5	4527958.5	4600728.5	0.0	0.0	0.0	0.0	4735240.5	4745141.5	4618830.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62750|RL23A_HUMAN	P62750	RL23A_HUMAN	RPL23A	156	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L23a	1.0	0.999	5	82	82	82	7	11	8	3	3	2	2	9	8	9	7	7	6	0	0	0	7	11	8	3	3	2	2	9	8	9	7	7	6	0	0	0	7	11	8	3	3	2	2	9	8	9	7	7	6	0	0	0	5.2626832E8	4.77495904E8	5.459351E8	3.58680512E8	3.59222144E8	3.69608576E8	2.9219776E8	4.9740672E8	5.1072096E8	5.0352832E8	5.4441101E8	5.8003763E8	5.3444736E8	0.0	0.0	0.0	1.70207216E8	1.47040832E8	1.71352896E8	1.39590016E8	1.317212E8	1.40612224E8	1.34390352E8	1.52759024E8	1.5290528E8	1.51311728E8	1.77365888E8	1.78442176E8	1.6653104E8	0.0	0.0	0.0	
sp|P62753|RS6_HUMAN	P62753	RS6_HUMAN	RPS6	249	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S6	1.0	0.999	7	75	75	75	6	8	5	2	2	2	2	9	9	10	7	6	7	0	0	0	6	8	5	2	2	2	2	9	9	10	7	6	7	0	0	0	6	8	5	2	2	2	2	9	9	10	7	6	7	0	0	0	3.32116224E8	3.16302144E8	3.2856512E8	2.55656896E8	2.92022496E8	2.79643072E8	3.1212992E8	3.55973632E8	3.50252032E8	3.5416624E8	3.3938032E8	3.45480128E8	3.0864832E8	0.0	0.0	0.0	1.42270544E8	1.363268E8	1.41468304E8	1.36615536E8	1.37929536E8	1.49454192E8	1.38645584E8	1.29774928E8	1.27234312E8	1.26783512E8	1.53108912E8	1.51270176E8	1.4265664E8	0.0	0.0	0.0	
sp|P62805|H4_HUMAN	P62805	H4_HUMAN	H4C1	103	Homo sapiens	1:Experimental evidence at protein level	Histone H4	1.0	0.999	7	260	260	260	24	24	21	13	14	14	16	25	23	22	22	21	18	2	1	0	24	24	21	13	14	14	16	25	23	22	22	21	18	2	1	0	24	24	21	13	14	14	16	25	23	22	22	21	18	2	1	0	1.33373297E10	1.15627039E10	1.34449336E10	1.25339607E10	1.15987139E10	1.35565169E10	1.44428554E10	1.29688351E10	1.24911831E10	1.28905431E10	1.25261947E10	1.46896292E10	1.16384297E10	1.0577905E7	3496840.0	0.0	4.4000036E9	3.86340224E9	4.5766113E9	5.2018417E9	5.2394803E9	5.3736781E9	5.9067044E9	4.13712794E9	4.0335337E9	4.16556774E9	5.5599037E9	5.575594E9	5.0468654E9	0.0	0.0	0.0	
sp|P62820|RAB1A_HUMAN	P62820	RAB1A_HUMAN	RAB1A	205	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-1A	1.0	0.999	8	74	15	91	10	9	7	1	2	1	1	10	9	9	5	6	4	0	0	0	2	2	1	0	0	0	0	3	3	3	0	1	0	0	0	0	12	11	9	1	2	2	2	12	11	11	6	7	5	0	0	0	2.09393584E8	2.04822928E8	2.18559008E8	0.0	2.58838736E8	4.0477664E7	3.84536096E8	2.12325584E8	2.02009808E8	2.13544432E8	2.39963008E8	2.32885824E8	1.99368128E8	0.0	0.0	0.0	1.1363116E8	1.07156032E8	1.17778568E8	0.0	0.0	0.0	2.13239312E8	1.31365112E8	1.30478224E8	1.34676096E8	1.09151784E8	1.17233272E8	8.6549872E7	0.0	0.0	0.0	
