Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_02 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_03 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_00 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_01 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_02 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_03 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_01 MaxLFQ Intensity	10ngQCHeLa_ColTT1_ForwardFlush_02 MaxLFQ Intensity	10ngQCHeLa_ColTT1_ForwardFlush_03 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_00 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_01 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_02 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|P53618|COPB_HUMAN	P53618	COPB_HUMAN	COPB1	953	Homo sapiens	1:Experimental evidence at protein level	Coatomer subunit beta	1.0	0.9982	6	12	12	12	3	4	5	0	0	0	0	3	4	5	0	0	0	0	3	4	5	0	0	0	0	2.2235446E7	2.6919274E7	2.627341E7	0.0	0.0	7789783.5	5482789.5	1.1325759E7	1.1463851E7	1.0850924E7	0.0	0.0	0.0	0.0	
sp|P53621|COPA_HUMAN	P53621	COPA_HUMAN	COPA	1224	Homo sapiens	1:Experimental evidence at protein level	Coatomer subunit alpha	1.0	0.9985	12	17	17	17	7	6	4	0	0	0	0	7	6	4	0	0	0	0	7	6	4	0	0	0	0	3.534852E7	3.7572364E7	2.9329948E7	0.0	0.0	0.0	7724353.5	1.1728994E7	1.1768022E7	1.1310243E7	0.0	0.0	0.0	0.0	
sp|P53634|CATC_HUMAN	P53634	CATC_HUMAN	CTSC	463	Homo sapiens	1:Experimental evidence at protein level	Dipeptidyl peptidase 1	1.0	0.9973	2	7	7	7	2	3	2	0	0	0	0	2	3	2	0	0	0	0	2	3	2	0	0	0	0	2.1854848E7	2.1694804E7	7905466.5	0.0	0.0	0.0	3764371.5	1.3649517E7	1.3478462E7	0.0	0.0	0.0	0.0	0.0	
sp|P53701|CCHL_HUMAN	P53701	CCHL_HUMAN	HCCS	268	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c-type heme lyase	0.9125	0.9984	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2180436.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53985|MOT1_HUMAN	P53985	MOT1_HUMAN	SLC16A1	500	Homo sapiens	1:Experimental evidence at protein level	Monocarboxylate transporter 1	1.0	0.999	3	17	17	17	7	6	4	0	0	0	0	7	6	4	0	0	0	0	7	6	4	0	0	0	0	6.4710448E7	6.0212024E7	5.6796128E7	0.0	0.0	6.2444008E7	5.7354208E7	3.0786738E7	3.1876838E7	3.1181022E7	0.0	0.0	3.466268E7	3.1909052E7	
sp|P53999|TCP4_HUMAN	P53999	TCP4_HUMAN	SUB1	127	Homo sapiens	1:Experimental evidence at protein level	Activated RNA polymerase II transcriptional coactivator p15	1.0	0.999	4	35	35	35	9	11	10	1	1	1	2	9	11	10	1	1	1	2	9	11	10	1	1	1	2	1.47313248E8	1.49672816E8	1.48395104E8	1.1193472E7	2.4152856E7	9.3783768E7	8.9325744E7	7.8858264E7	8.3964856E7	8.2490376E7	0.0	0.0	6.1262332E7	5.8201708E7	
sp|P54105|ICLN_HUMAN	P54105	ICLN_HUMAN	CLNS1A	237	Homo sapiens	1:Experimental evidence at protein level	Methylosome subunit pICln	0.8866	0.9979	1	3	3	3	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	6369315.5	6168684.0	6097999.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P54136|SYRC_HUMAN	P54136	SYRC_HUMAN	RARS1	660	Homo sapiens	1:Experimental evidence at protein level	Arginine--tRNA ligase, cytoplasmic	1.0	0.9989	11	24	24	24	7	9	8	0	0	0	0	7	9	8	0	0	0	0	7	9	8	0	0	0	0	1.09458736E8	7.2146592E7	8.187064E7	0.0	0.0	0.0	1.5541432E7	3.1943202E7	2.6821018E7	2.9248566E7	0.0	0.0	0.0	0.0	
sp|P54577|SYYC_HUMAN	P54577	SYYC_HUMAN	YARS1	528	Homo sapiens	1:Experimental evidence at protein level	Tyrosine--tRNA ligase, cytoplasmic	1.0	0.999	24	94	94	94	30	28	30	3	0	1	2	30	28	30	3	0	1	2	30	28	30	3	0	1	2	4.23177216E8	3.50043232E8	3.80393792E8	3.4310088E7	0.0	7.7119824E7	6.1715968E7	3.794456E7	3.591E7	3.9392736E7	3.0470546E7	0.0	3.6509124E7	2.615156E7	
sp|P54578|UBP14_HUMAN	P54578	UBP14_HUMAN	USP14	494	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 14	1.0	0.999	5	12	12	12	5	3	4	0	0	0	0	5	3	4	0	0	0	0	5	3	4	0	0	0	0	2.2881146E7	1.7972472E7	2.0987416E7	0.0	0.0	0.0	0.0	9897122.0	8750938.0	8220201.5	0.0	0.0	0.0	0.0	
sp|P54709|AT1B3_HUMAN	P54709	AT1B3_HUMAN	ATP1B3	279	Homo sapiens	1:Experimental evidence at protein level	Sodium/potassium-transporting ATPase subunit beta-3	1.0	0.9983	2	4	4	4	1	2	1	0	0	0	0	1	2	1	0	0	0	0	1	2	1	0	0	0	0	2920575.0	2696451.8	2819933.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P54725|RD23A_HUMAN	P54725	RD23A_HUMAN	RAD23A	363	Homo sapiens	1:Experimental evidence at protein level	UV excision repair protein RAD23 homolog A	0.999	0.9982	3	3	3	10	1	1	1	0	0	0	0	1	1	1	0	0	0	0	4	4	2	0	0	0	0	6170476.0	6590928.0	6127869.5	0.0	0.0	1.4002212E7	4500545.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P54727|RD23B_HUMAN	P54727	RD23B_HUMAN	RAD23B	409	Homo sapiens	1:Experimental evidence at protein level	UV excision repair protein RAD23 homolog B	1.0	0.9988	7	22	15	22	8	8	6	0	0	0	0	5	5	5	0	0	0	0	8	8	6	0	0	0	0	6.5428204E7	6.056726E7	6.4734792E7	0.0	0.0	1.9599238E7	2.1207532E7	1.5642418E7	1.5928494E7	1.6637171E7	0.0	0.0	0.0	1.6577147E7	
sp|P54819|KAD2_HUMAN	P54819	KAD2_HUMAN	AK2	239	Homo sapiens	1:Experimental evidence at protein level	Adenylate kinase 2, mitochondrial	1.0	0.999	11	55	55	55	18	17	17	0	0	1	2	18	17	17	0	0	1	2	18	17	17	0	0	1	2	1.80571552E8	1.8537328E8	1.83515696E8	0.0	0.0	7.209192E7	7.7067928E7	3.2058068E7	3.137048E7	3.1572922E7	0.0	0.0	4.1449708E7	3.8349976E7	
sp|P54886|P5CS_HUMAN	P54886	P5CS_HUMAN	ALDH18A1	795	Homo sapiens	1:Experimental evidence at protein level	Delta-1-pyrroline-5-carboxylate synthase	1.0	0.9989	9	18	18	18	6	5	7	0	0	0	0	6	5	7	0	0	0	0	6	5	7	0	0	0	0	3.6764224E7	4.03716E7	4.2169048E7	0.0	0.0	0.0	0.0	1.1955027E7	1.314436E7	1.3358367E7	0.0	0.0	0.0	0.0	
sp|P55010|IF5_HUMAN	P55010	IF5_HUMAN	EIF5	431	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5	1.0	0.9978	7	9	9	9	4	4	1	0	0	0	0	4	4	1	0	0	0	0	4	4	1	0	0	0	0	2.742392E7	2.779861E7	2.6842548E7	0.0	0.0	0.0	0.0	1.939131E7	2.122193E7	2.1327686E7	0.0	0.0	0.0	0.0	
sp|P55036|PSMD4_HUMAN	P55036	PSMD4_HUMAN	PSMD4	377	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 4	1.0	0.9973	4	7	6	7	2	3	2	0	0	0	0	2	2	2	0	0	0	0	2	3	2	0	0	0	0	1.0292874E7	1.1373729E7	1.4375308E7	0.0	0.0	0.0	0.0	8444693.0	8492142.0	7174042.0	0.0	0.0	0.0	0.0	
sp|P55060|XPO2_HUMAN	P55060	XPO2_HUMAN	CSE1L	971	Homo sapiens	1:Experimental evidence at protein level	Exportin-2	1.0	0.999	23	134	134	134	40	38	40	2	3	7	4	40	38	40	2	3	7	4	40	38	40	2	3	7	4	4.78215264E8	3.94290144E8	4.47156672E8	1.3299335E7	8.5675152E7	1.84599936E8	1.86426656E8	3.7336736E7	4.034922E7	3.791852E7	8033587.0	5.198152E7	3.8015652E7	3.9171424E7	
sp|P55072|TERA_HUMAN	P55072	TERA_HUMAN	VCP	806	Homo sapiens	1:Experimental evidence at protein level	Transitional endoplasmic reticulum ATPase	1.0	0.999	32	175	167	175	50	54	53	2	3	7	6	48	52	51	2	3	6	5	50	54	53	2	3	7	6	5.4788992E8	4.9255536E8	5.20771008E8	2.5581508E7	7.2258096E7	1.8741688E8	2.99159744E8	4.9392528E7	4.65579E7	4.737104E7	2.3420458E7	4.382164E7	4.3232592E7	4.2133012E7	
sp|P55084|ECHB_HUMAN	P55084	ECHB_HUMAN	HADHB	474	Homo sapiens	1:Experimental evidence at protein level	Trifunctional enzyme subunit beta, mitochondrial	1.0	0.9989	11	45	45	45	15	15	14	0	0	1	0	15	15	14	0	0	1	0	15	15	14	0	0	1	0	1.00839032E8	8.8030632E7	1.13789832E8	0.0	0.0	2.3585412E7	2.7952152E7	2.0396944E7	1.8925634E7	1.8611472E7	0.0	0.0	1.3128356E7	1.9713348E7	
sp|P55145|MANF_HUMAN	P55145	MANF_HUMAN	MANF	182	Homo sapiens	1:Experimental evidence at protein level	Mesencephalic astrocyte-derived neurotrophic factor	0.8958	0.9981	1	4	4	4	1	2	1	0	0	0	0	1	2	1	0	0	0	0	1	2	1	0	0	0	0	7418637.0	7162405.5	7181171.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P55209|NP1L1_HUMAN	P55209	NP1L1_HUMAN	NAP1L1	391	Homo sapiens	1:Experimental evidence at protein level	Nucleosome assembly protein 1-like 1	1.0	0.999	6	52	44	52	18	16	15	0	1	1	1	15	14	14	0	1	0	0	18	16	15	0	1	1	1	1.97646224E8	1.98703664E8	1.86568768E8	0.0	3.8699916E7	8.2788952E7	7.2675064E7	5.9504848E7	5.747936E7	5.5968348E7	0.0	0.0	4.971416E7	4.2533264E7	
sp|P55263|ADK_HUMAN	P55263	ADK_HUMAN	ADK	362	Homo sapiens	1:Experimental evidence at protein level	Adenosine kinase	1.0	0.9974	5	12	12	12	3	3	6	0	0	0	0	3	3	6	0	0	0	0	3	3	6	0	0	0	0	2.301704E7	1.9395264E7	2.085632E7	0.0	0.0	7723110.0	0.0	9124470.0	8685064.0	7644928.0	0.0	0.0	0.0	0.0	
sp|P55265|DSRAD_HUMAN	P55265	DSRAD_HUMAN	ADAR	1226	Homo sapiens	1:Experimental evidence at protein level	Double-stranded RNA-specific adenosine deaminase	1.0	0.9979	8	18	18	18	5	7	6	0	0	0	0	5	7	6	0	0	0	0	5	7	6	0	0	0	0	2.3956668E7	2.6979146E7	2.744323E7	0.0	0.0	0.0	0.0	7419022.0	7014000.5	6752246.5	0.0	0.0	0.0	0.0	
sp|P55327|TPD52_HUMAN	P55327	TPD52_HUMAN	TPD52	224	Homo sapiens	1:Experimental evidence at protein level	Tumor protein D52	1.0	0.9953	2	4	4	4	2	1	1	0	0	0	0	2	1	1	0	0	0	0	2	1	1	0	0	0	0	4920136.0	3162891.8	4145719.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P55735|SEC13_HUMAN	P55735	SEC13_HUMAN	SEC13	322	Homo sapiens	1:Experimental evidence at protein level	Protein SEC13 homolog	1.0	0.9985	3	9	9	9	4	3	1	1	0	0	0	4	3	1	1	0	0	0	4	3	1	1	0	0	0	1.7589014E7	1.7283868E7	1.9089888E7	1.0460376E7	0.0	0.0	5910220.5	9581730.0	1.055936E7	1.301653E7	0.0	0.0	0.0	0.0	
sp|P55769|NH2L1_HUMAN	P55769	NH2L1_HUMAN	SNU13	128	Homo sapiens	1:Experimental evidence at protein level	NHP2-like protein 1	1.0	0.999	5	24	24	24	9	8	6	0	0	0	1	9	8	6	0	0	0	1	9	8	6	0	0	0	1	7.0873968E7	5.348168E7	5.287032E7	0.0	0.0	3.1860982E7	4.2161148E7	3.5196132E7	3.8492068E7	3.7495616E7	0.0	0.0	0.0	2.4017022E7	
sp|P55786|PSA_HUMAN	P55786	PSA_HUMAN	NPEPPS	919	Homo sapiens	1:Experimental evidence at protein level	Puromycin-sensitive aminopeptidase	1.0	0.9989	12	26	17	26	10	7	9	0	0	0	0	7	5	5	0	0	0	0	10	7	9	0	0	0	0	3.342632E7	5.2458192E7	3.2276518E7	0.0	0.0	0.0	7454397.0	1.0580453E7	1.0628079E7	1.0139014E7	0.0	0.0	0.0	0.0	
sp|P55795|HNRH2_HUMAN	P55795	HNRH2_HUMAN	HNRNPH2	449	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein H2	1.0	0.9988	7	5	5	68	2	1	2	0	0	0	0	2	1	2	0	0	0	0	19	18	18	1	3	5	4	7580067.0	7521449.0	6570876.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P55809|SCOT1_HUMAN	P55809	SCOT1_HUMAN	OXCT1	520	Homo sapiens	1:Experimental evidence at protein level	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	1.0	0.9988	5	16	16	16	6	5	5	0	0	0	0	6	5	5	0	0	0	0	6	5	5	0	0	0	0	1.9171996E7	2.3115146E7	1.920066E7	0.0	0.0	0.0	0.0	6205027.0	6544792.5	6144282.0	0.0	0.0	0.0	0.0	
sp|P55884|EIF3B_HUMAN	P55884	EIF3B_HUMAN	EIF3B	814	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit B	1.0	0.9989	11	32	32	32	8	12	12	0	0	0	0	8	12	12	0	0	0	0	8	12	12	0	0	0	0	6.465396E7	7.2316816E7	6.6946892E7	0.0	0.0	0.0	1.5990495E7	1.2480769E7	1.4508912E7	1.3323756E7	0.0	0.0	0.0	0.0	
sp|P56134|ATPK_HUMAN	P56134	ATPK_HUMAN	ATP5MF	94	Homo sapiens	1:Experimental evidence at protein level	ATP synthase subunit f, mitochondrial	0.9426	0.999	1	6	6	6	2	3	1	0	0	0	0	2	3	1	0	0	0	0	2	3	1	0	0	0	0	1.397374E7	1.3973743E7	1.4009191E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P56182|RRP1_HUMAN	P56182	RRP1_HUMAN	RRP1	461	Homo sapiens	1:Experimental evidence at protein level	Ribosomal RNA processing protein 1 homolog A	1.0	0.9976	4	9	9	9	3	2	4	0	0	0	0	3	2	4	0	0	0	0	3	2	4	0	0	0	0	1118903.6	1638539.2	1361313.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P56192|SYMC_HUMAN	P56192	SYMC_HUMAN	MARS1	900	Homo sapiens	1:Experimental evidence at protein level	Methionine--tRNA ligase, cytoplasmic	1.0	0.9989	11	34	34	34	9	11	13	0	0	0	1	9	11	13	0	0	0	1	9	11	13	0	0	0	1	1.05163736E8	1.1849276E8	1.19426768E8	0.0	0.0	0.0	3.0582154E7	2.9171596E7	3.0329902E7	3.2639854E7	0.0	0.0	0.0	1.6554546E7	
sp|P56211|ARP19_HUMAN	P56211	ARP19_HUMAN	ARPP19	112	Homo sapiens	1:Experimental evidence at protein level	cAMP-regulated phosphoprotein 19	1.0	0.9983	2	5	5	5	2	2	1	0	0	0	0	2	2	1	0	0	0	0	2	2	1	0	0	0	0	7872387.0	7767535.5	9660326.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P56381|ATP5E_HUMAN	P56381	ATP5E_HUMAN	ATP5F1E	51	Homo sapiens	1:Experimental evidence at protein level	ATP synthase subunit epsilon, mitochondrial	1.0	0.9954	2	8	0	8	1	4	3	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	0	0	0	2.2153178E7	2.133973E7	2.3796238E7	0.0	0.0	0.0	1.5226133E7	1.1874872E7	1.1584681E7	1.2918274E7	0.0	0.0	0.0	0.0	sp|Q5VTU8|AT5EL_HUMAN
sp|P56385|ATP5I_HUMAN	P56385	ATP5I_HUMAN	ATP5ME	69	Homo sapiens	1:Experimental evidence at protein level	ATP synthase subunit e, mitochondrial	0.9209	0.9986	1	3	3	3	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	3.7892956E7	3.9523504E7	3.6711348E7	0.0	0.0	3.6043236E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P56537|IF6_HUMAN	P56537	IF6_HUMAN	EIF6	245	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 6	1.0	0.9988	4	21	21	21	8	6	5	0	0	1	1	8	6	5	0	0	1	1	8	6	5	0	0	1	1	9.8670192E7	8.9887936E7	9.3041712E7	0.0	0.0	4.1433276E7	4.3956688E7	3.1168132E7	2.9774778E7	3.0013762E7	0.0	0.0	0.0	2.2120164E7	
sp|P56545|CTBP2_HUMAN	P56545	CTBP2_HUMAN	CTBP2	445	Homo sapiens	1:Experimental evidence at protein level	C-terminal-binding protein 2	1.0	0.9969	3	5	2	5	3	1	1	0	0	0	0	2	0	0	0	0	0	0	3	1	1	0	0	0	0	7046096.0	1.665887E7	3571526.8	0.0	0.0	0.0	0.0	5096535.5	1.0834041E7	0.0	0.0	0.0	0.0	0.0	
sp|P57088|TMM33_HUMAN	P57088	TMM33_HUMAN	TMEM33	247	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 33	1.0	0.9989	2	7	7	7	2	3	2	0	0	0	0	2	3	2	0	0	0	0	2	3	2	0	0	0	0	1.0731898E7	1.1664979E7	1.3160391E7	0.0	0.0	0.0	0.0	7813961.0	6189401.0	9297563.0	0.0	0.0	0.0	0.0	
sp|P58546|MTPN_HUMAN	P58546	MTPN_HUMAN	MTPN	118	Homo sapiens	1:Experimental evidence at protein level	Myotrophin	1.0	0.9984	4	10	10	10	3	2	5	0	0	0	0	3	2	5	0	0	0	0	3	2	5	0	0	0	0	2.2254142E7	1.949172E7	3.897754E7	0.0	0.0	1.7775796E7	0.0	2.0712556E7	0.0	1.8565678E7	0.0	0.0	0.0	0.0	
sp|P59998|ARPC4_HUMAN	P59998	ARPC4_HUMAN	ARPC4	168	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 4	1.0	0.9979	4	12	12	12	3	4	4	0	0	1	0	3	4	4	0	0	1	0	3	4	4	0	0	1	0	5.3428004E7	5.131434E7	5.2747512E7	0.0	0.0	1.7486486E7	1.6580164E7	1.9532086E7	1.8260072E7	1.935433E7	0.0	0.0	0.0	0.0	
sp|P60059|SC61G_HUMAN	P60059	SC61G_HUMAN	SEC61G	68	Homo sapiens	1:Experimental evidence at protein level	Protein transport protein Sec61 subunit gamma	0.9435	0.999	1	2	2	2	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	5974459.5	4850691.5	4749273.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P60174|TPIS_HUMAN	P60174	TPIS_HUMAN	TPI1	286	Homo sapiens	1:Experimental evidence at protein level	Triosephosphate isomerase	1.0	0.999	14	261	261	261	62	64	57	16	18	23	21	62	64	57	16	18	23	21	62	64	57	16	18	23	21	2.01355507E9	1.97592896E9	2.00605786E9	1.13183834E9	1.3015369E9	1.64011443E9	1.6384E9	2.66736912E8	2.72635136E8	2.7380256E8	2.81061408E8	2.541176E8	2.66938784E8	2.71302144E8	
sp|P60228|EIF3E_HUMAN	P60228	EIF3E_HUMAN	EIF3E	445	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit E	1.0	0.9988	8	18	18	18	8	4	6	0	0	0	0	8	4	6	0	0	0	0	8	4	6	0	0	0	0	5.5620136E7	4.4987156E7	5.3567204E7	0.0	0.0	1.3331066E7	0.0	1.643747E7	1.5638511E7	1.4020476E7	0.0	0.0	0.0	0.0	
sp|P60468|SC61B_HUMAN	P60468	SC61B_HUMAN	SEC61B	96	Homo sapiens	1:Experimental evidence at protein level	Protein transport protein Sec61 subunit beta	1.0	0.9989	3	13	13	13	4	5	4	0	0	0	0	4	5	4	0	0	0	0	4	5	4	0	0	0	0	3.629604E7	3.8619708E7	3.7036588E7	0.0	0.0	2.5396386E7	1.6135311E7	2.0743226E7	2.2272386E7	2.1365952E7	0.0	0.0	1.4386858E7	0.0	
sp|P60660|MYL6_HUMAN	P60660	MYL6_HUMAN	MYL6	151	Homo sapiens	1:Experimental evidence at protein level	Myosin light polypeptide 6	1.0	0.999	8	61	37	61	17	21	17	0	0	3	3	9	13	11	0	0	2	2	17	21	17	0	0	3	3	2.15557872E8	2.28045712E8	2.29541888E8	0.0	0.0	1.26236216E8	1.46430192E8	6.2338488E7	6.5684092E7	6.696106E7	0.0	0.0	6.811144E7	7.0319464E7	
sp|P60709|ACTB_HUMAN	P60709	ACTB_HUMAN	ACTB	375	Homo sapiens	1:Experimental evidence at protein level	Actin, cytoplasmic 1	1.0	0.999	18	1025	52	1025	207	213	201	108	88	100	108	10	15	15	4	3	4	1	207	213	201	108	88	100	108	2.03135693E10	2.04221501E10	2.04854518E10	9.4468731E9	1.42179871E10	1.9330732E10	1.86415473E10	4.00974925E9	4.16587008E9	4.12032205E9	2.9554857E9	3.50116122E9	3.93424486E9	3.71032678E9	
sp|P60842|IF4A1_HUMAN	P60842	IF4A1_HUMAN	EIF4A1	406	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic initiation factor 4A-I	1.0	0.999	23	282	115	282	74	69	65	13	12	25	24	30	31	29	3	3	10	9	74	69	65	13	12	25	24	1.4802153E9	1.59857267E9	1.52722509E9	4.86499456E8	5.461479E8	1.15619123E9	1.33596992E9	1.92144688E8	2.00093168E8	2.0147248E8	1.27329776E8	1.63567904E8	2.01120224E8	1.88595408E8	
sp|P60866|RS20_HUMAN	P60866	RS20_HUMAN	RPS20	119	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S20	1.0	0.999	3	57	57	57	14	14	12	2	4	6	5	14	14	12	2	4	6	5	14	14	12	2	4	6	5	4.636544E8	4.51915168E8	4.55975808E8	1.13558656E8	2.30960912E8	4.95690944E8	4.85333664E8	2.44493232E8	2.3777016E8	2.4009544E8	0.0	6.2050544E7	2.74460576E8	2.60757648E8	
sp|P60891|PRPS1_HUMAN	P60891	PRPS1_HUMAN	PRPS1	318	Homo sapiens	1:Experimental evidence at protein level	Ribose-phosphate pyrophosphokinase 1	0.9975	0.9956	4	4	4	13	0	2	2	0	0	0	0	0	2	2	0	0	0	0	4	5	4	0	0	0	0	0.0	7688709.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P60900|PSA6_HUMAN	P60900	PSA6_HUMAN	PSMA6	246	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit alpha type-6	1.0	0.999	10	44	44	44	15	17	11	0	0	1	0	15	17	11	0	0	1	0	15	17	11	0	0	1	0	1.90480176E8	1.87666304E8	2.0414592E8	0.0	0.0	6.3330548E7	6.4683592E7	5.0099936E7	5.1370128E7	5.2160872E7	0.0	0.0	4.7469924E7	5.073216E7	
sp|P60903|S10AA_HUMAN	P60903	S10AA_HUMAN	S100A10	97	Homo sapiens	1:Experimental evidence at protein level	Protein S100-A10	1.0	0.9989	3	51	51	51	9	10	13	4	3	7	5	9	10	13	4	3	7	5	9	10	13	4	3	7	5	3.745976E8	3.84208576E8	3.67638528E8	2.64264256E8	2.48485984E8	3.25298272E8	3.45768224E8	2.89851456E8	2.92037472E8	2.86018848E8	1.09248288E8	0.0	2.60267648E8	2.73621824E8	
sp|P60953|CDC42_HUMAN	P60953	CDC42_HUMAN	CDC42	191	Homo sapiens	1:Experimental evidence at protein level	Cell division control protein 42 homolog	1.0	0.999	7	29	29	36	9	9	7	1	1	1	1	9	9	7	1	1	1	1	10	10	8	2	2	2	2	8.3102024E7	6.433272E7	5.8178864E7	1.9304114E7	0.0	4.6692044E7	2.9160228E7	2.1202424E7	2.5212084E7	2.7188498E7	0.0	0.0	3.0376864E7	2.8147774E7	
sp|P60981|DEST_HUMAN	P60981	DEST_HUMAN	DSTN	165	Homo sapiens	1:Experimental evidence at protein level	Destrin	1.0	0.999	6	22	22	55	7	9	6	0	0	0	0	7	9	6	0	0	0	0	14	14	11	3	3	5	5	5.8726272E7	5.7211564E7	5.679712E7	0.0	0.0	1.1075998E7	0.0	2.7978526E7	2.8723372E7	2.7831238E7	0.0	0.0	0.0	0.0	
sp|P61006|RAB8A_HUMAN	P61006	RAB8A_HUMAN	RAB8A	207	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-8A	1.0	0.999	6	38	3	46	9	8	9	3	3	3	3	1	0	2	0	0	0	0	11	12	11	3	3	3	3	1.19254328E8	1.12093504E8	1.14137424E8	2.3422254E7	1.74661024E8	2.60469216E8	1.38311136E8	1.22970512E8	1.28381664E8	1.29434184E8	0.0	6.9493184E7	1.54652064E8	1.45816176E8	
